subgrupo,fecha,semana_registro,turno,linea,sku,formato_L,hora,n_obs,volumen_mL
199,2026-08-03,3,B (14-22),L2,CIT-L30,3.0,18:00,5,2993.7
200,2026-08-03,3,B (14-22),L2,CIT-L30,3.0,20:00,1,3015.75
200,2026-08-03,3,B (14-22),L2,CIT-L30,3.0,20:00,2,3008.3
200,2026-08-03,3,B (14-22),L2,CIT-L30,3.0,20:00,3,3004.13
200,2026-08-03,3,B (14-22),L2,CIT-L30,3.0,20:00,4,3011.22
200,2026-08-03,3,B (14-22),L2,CIT-L30,3.0,20:00,5,3023.77
201,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,22:00,1,3018.74
201,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,22:00,2,3002.4
201,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,22:00,3,2995.14
201,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,22:00,4,3017.55
201,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,22:00,5,3027.8
202,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,00:00,1,2998.54
202,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,00:00,2,3002.43
202,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,00:00,3,3024.53
202,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,00:00,4,3016.02
202,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,00:00,5,3021.49
203,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,02:00,1,3033.16
203,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,02:00,2,3009.63
203,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,02:00,3,3011.56
203,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,02:00,4,3008.27
203,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,02:00,5,2989.73
204,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,04:00,1,3018.37
204,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,04:00,2,3002.96
204,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,04:00,3,3005.26
204,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,04:00,4,3003.86
204,2026-08-03,3,C (22-06),L2,FUN-B30,3.0,04:00,5,3022.37
205,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,06:00,1,1511.01
205,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,06:00,2,1502.65
205,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,06:00,3,1504.5
205,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,06:00,4,1505.18
205,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,06:00,5,1505.26
206,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,08:00,1,1503.45
206,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,08:00,2,1503.31
206,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,08:00,3,1506.19
206,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,08:00,4,1498.72
206,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,08:00,5,1511.9
207,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,10:00,1,1502.82
207,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,10:00,2,1506.9
207,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,10:00,3,1507.96
207,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,10:00,4,1502.55
207,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,10:00,5,1499.01
208,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,12:00,1,1506.16
208,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,12:00,2,1502.23
208,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,12:00,3,1495.03
208,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,12:00,4,1498.3
208,2026-08-04,3,A (06-14),L2,CIT-L15,1.5,12:00,5,1505.73
209,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,14:00,1,1500.77
209,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,14:00,2,1497.71
209,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,14:00,3,1504.91
209,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,14:00,4,1513.46
209,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,14:00,5,1507.13
210,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,16:00,1,1503.69
210,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,16:00,2,1502.71
210,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,16:00,3,1505.77
210,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,16:00,4,1500.46
210,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,16:00,5,1501.5
211,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,18:00,1,1513.18
211,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,18:00,2,1500.18
211,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,18:00,3,1506.93
211,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,18:00,4,1499.04
211,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,18:00,5,1497.1
212,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,20:00,1,1510.5
212,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,20:00,2,1503.54
212,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,20:00,3,1496.01
212,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,20:00,4,1502.14
212,2026-08-04,3,B (14-22),L2,FUN-B15,1.5,20:00,5,1499.11
213,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,22:00,1,3010.43
213,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,22:00,2,3001.11
213,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,22:00,3,3005.79
213,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,22:00,4,3015.24
213,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,22:00,5,3001.75
214,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,00:00,1,3001.01
214,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,00:00,2,3002.24
214,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,00:00,3,3004.9
214,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,00:00,4,3021.49
214,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,00:00,5,3024.41
215,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,02:00,1,3027.41
215,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,02:00,2,2996.53
215,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,02:00,3,3010.59
215,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,02:00,4,2995.11
215,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,02:00,5,3017.73
216,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,04:00,1,3014.76
216,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,04:00,2,3000.19
216,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,04:00,3,3015.79
216,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,04:00,4,3014.6
216,2026-08-04,3,C (22-06),L2,CIT-L30,3.0,04:00,5,3009.33
217,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,06:00,1,2996.2
217,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,06:00,2,3011.83
217,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,06:00,3,3023.77
217,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,06:00,4,2987.06
217,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,06:00,5,3004.86
218,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,08:00,1,3007.95
218,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,08:00,2,2991.22
218,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,08:00,3,2995.99
218,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,08:00,4,3006.34
218,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,08:00,5,2997.95
219,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,10:00,1,3013.63
219,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,10:00,2,3002.28
219,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,10:00,3,2999.81
219,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,10:00,4,3004.73
219,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,10:00,5,3015.87
220,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,12:00,1,3021.86
220,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,12:00,2,3004.5
220,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,12:00,3,3010.14
220,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,12:00,4,3004.51
220,2026-08-05,3,A (06-14),L2,FUN-B30,3.0,12:00,5,3005.81
221,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,14:00,1,3011.7
221,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,14:00,2,3009.04
221,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,14:00,3,2998.22
221,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,14:00,4,2999.96
221,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,14:00,5,3013.98
222,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,16:00,1,2993.23
222,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,16:00,2,3006.82
222,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,16:00,3,3014.11
222,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,16:00,4,3003.85
222,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,16:00,5,2987.47
223,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,18:00,1,3004.23
223,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,18:00,2,3010.16
223,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,18:00,3,2994.37
223,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,18:00,4,3002.43
223,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,18:00,5,3011.83
224,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,20:00,1,3006.52
224,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,20:00,2,3008.15
224,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,20:00,3,3020.56
224,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,20:00,4,3007.36
224,2026-08-05,3,B (14-22),L2,FUN-B30,3.0,20:00,5,3005.55
225,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,22:00,1,3000.63
225,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,22:00,2,3014.99
225,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,22:00,3,2997.78
225,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,22:00,4,3030.42
225,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,22:00,5,3004.26
226,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,00:00,1,3016.59
226,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,00:00,2,3009.47
226,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,00:00,3,3029.66
226,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,00:00,4,3019.43
226,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,00:00,5,3011.57
227,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,02:00,1,3017.2
227,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,02:00,2,3022.74
227,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,02:00,3,3016.82
227,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,02:00,4,3005.29
227,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,02:00,5,3017.52
228,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,04:00,1,3002.01
228,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,04:00,2,3017.39
228,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,04:00,3,3016.11
228,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,04:00,4,2997.72
228,2026-08-05,3,C (22-06),L2,CIT-L30,3.0,04:00,5,3019.2
229,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,06:00,1,1499.67
229,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,06:00,2,1500.61
229,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,06:00,3,1509.92
229,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,06:00,4,1499.87
229,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,06:00,5,1507.53
230,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,08:00,1,1501.8
230,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,08:00,2,1505.13
230,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,08:00,3,1498.62
230,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,08:00,4,1503.54
230,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,08:00,5,1515.42
231,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,10:00,1,1498.15
231,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,10:00,2,1508.24
231,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,10:00,3,1515.95
231,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,10:00,4,1505.17
231,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,10:00,5,1493.79
232,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,12:00,1,1505.64
232,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,12:00,2,1506.75
232,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,12:00,3,1510.72
232,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,12:00,4,1507.24
232,2026-08-06,3,A (06-14),L2,FUN-B15,1.5,12:00,5,1505.08
233,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,14:00,1,3021.52
233,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,14:00,2,2999.44
233,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,14:00,3,3021.71
233,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,14:00,4,3019.46
233,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,14:00,5,3006.54
234,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,16:00,1,3014.08
234,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,16:00,2,3013.1
234,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,16:00,3,2996.09
234,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,16:00,4,3010.44
234,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,16:00,5,3005.55
235,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,18:00,1,3014.32
235,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,18:00,2,3010.88
235,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,18:00,3,3004.16
235,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,18:00,4,3014.92
235,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,18:00,5,2991.88
236,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,20:00,1,3008.58
236,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,20:00,2,2998.04
236,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,20:00,3,3006.85
236,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,20:00,4,3017.33
236,2026-08-06,3,B (14-22),L2,FUN-B30,3.0,20:00,5,2996.62
237,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,22:00,1,1502.64
237,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,22:00,2,1507.78
237,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,22:00,3,1511.07
237,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,22:00,4,1509.89
237,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,22:00,5,1505.49
238,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,00:00,1,1499.58
238,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,00:00,2,1505.28
238,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,00:00,3,1509.53
238,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,00:00,4,1507.09
238,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,00:00,5,1505.25
239,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,02:00,1,1519.67
239,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,02:00,2,1502.42
239,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,02:00,3,1504.4
239,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,02:00,4,1509.27
239,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,02:00,5,1512.63
240,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,04:00,1,1501.64
240,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,04:00,2,1503.9
240,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,04:00,3,1507.32
240,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,04:00,4,1509.97
240,2026-08-06,3,C (22-06),L2,NEC-D15,1.5,04:00,5,1507.15
241,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,06:00,1,1507.15
241,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,06:00,2,1505.96
241,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,06:00,3,1510.38
241,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,06:00,4,1506.28
241,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,06:00,5,1506.83
242,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,08:00,1,1503.74
242,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,08:00,2,1502.12
242,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,08:00,3,1498.25
242,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,08:00,4,1499.91
242,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,08:00,5,1509.81
243,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,10:00,1,1498.69
243,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,10:00,2,1507.9
243,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,10:00,3,1494.65
243,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,10:00,4,1499.79
243,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,10:00,5,1504.84
244,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,12:00,1,1507.47
244,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,12:00,2,1512.28
244,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,12:00,3,1496.3
244,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,12:00,4,1500.05
244,2026-08-07,3,A (06-14),L2,NEC-D15,1.5,12:00,5,1502.08
245,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,14:00,1,3002.89
245,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,14:00,2,3000.39
245,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,14:00,3,2995.38
245,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,14:00,4,3003.24
245,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,14:00,5,3005.24
246,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,16:00,1,3010.6
246,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,16:00,2,3003.69
246,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,16:00,3,3009.7
246,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,16:00,4,3002.63
246,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,16:00,5,3010.84
247,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,18:00,1,3003.29
247,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,18:00,2,3019.74
247,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,18:00,3,3018.43
247,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,18:00,4,2988.81
247,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,18:00,5,2999.3
248,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,20:00,1,3014.64
248,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,20:00,2,3008.56
248,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,20:00,3,3004.19
248,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,20:00,4,3016.12
248,2026-08-07,3,B (14-22),L2,CIT-L30,3.0,20:00,5,3019.46
249,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,22:00,1,1513.37
249,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,22:00,2,1519.17
249,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,22:00,3,1497.06
249,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,22:00,4,1498.82
249,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,22:00,5,1525.19
250,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,00:00,1,1517.74
250,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,00:00,2,1514.3
250,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,00:00,3,1505.63
250,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,00:00,4,1521.57
250,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,00:00,5,1494.0
251,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,02:00,1,1502.42
251,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,02:00,2,1508.63
251,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,02:00,3,1516.15
251,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,02:00,4,1507.02
251,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,02:00,5,1504.72
252,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,04:00,1,1509.17
252,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,04:00,2,1520.83
252,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,04:00,3,1494.4
252,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,04:00,4,1514.92
252,2026-08-07,3,C (22-06),L2,FUN-B15,1.5,04:00,5,1502.9
253,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,06:00,1,503.64
253,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,06:00,2,500.1
253,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,06:00,3,503.88
253,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,06:00,4,504.02
253,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,06:00,5,504.29
254,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,08:00,1,504.25
254,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,08:00,2,502.33
254,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,08:00,3,501.65
254,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,08:00,4,503.26
254,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,08:00,5,500.51
255,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,10:00,1,504.02
255,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,10:00,2,501.99
255,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,10:00,3,501.8
255,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,10:00,4,498.53
255,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,10:00,5,501.24
256,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,12:00,1,502.83
256,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,12:00,2,504.22
256,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,12:00,3,502.5
256,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,12:00,4,505.94
256,2026-08-10,4,A (06-14),L1,FUN-B05,0.5,12:00,5,499.99
257,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,14:00,1,500.87
257,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,14:00,2,501.83
257,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,14:00,3,501.66
257,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,14:00,4,504.4
257,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,14:00,5,503.58
258,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,16:00,1,503.08
258,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,16:00,2,503.32
258,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,16:00,3,499.94
258,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,16:00,4,501.55
258,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,16:00,5,502.29
259,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,18:00,1,502.15
259,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,18:00,2,498.32
259,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,18:00,3,502.27
259,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,18:00,4,498.79
259,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,18:00,5,504.33
260,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,20:00,1,500.26
260,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,20:00,2,501.52
260,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,20:00,3,504.45
260,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,20:00,4,500.27
260,2026-08-10,4,B (14-22),L1,NEC-D05,0.5,20:00,5,501.95
261,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,06:00,1,501.99
261,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,06:00,2,504.29
261,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,06:00,3,501.14
261,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,06:00,4,504.35
261,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,06:00,5,506.53
262,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,08:00,1,501.86
262,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,08:00,2,506.77
262,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,08:00,3,500.29
262,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,08:00,4,500.3
262,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,08:00,5,504.16
263,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,10:00,1,501.3
263,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,10:00,2,505.04
263,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,10:00,3,503.04
263,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,10:00,4,502.02
263,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,10:00,5,501.48
264,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,12:00,1,502.68
264,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,12:00,2,498.75
264,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,12:00,3,505.92
264,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,12:00,4,500.4
264,2026-08-11,4,A (06-14),L1,CIT-L05,0.5,12:00,5,498.36
265,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,14:00,1,499.25
265,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,14:00,2,503.75
265,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,14:00,3,503.81
265,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,14:00,4,501.77
265,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,14:00,5,500.5
266,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,16:00,1,502.98
266,2026-08-11,4,B (14-22),L1,CIT-L05,0.5,16:00,2,506.09
