semana,fecha_lunes,anio_iso,semana_iso,sku,ventas_cajas,dias_sin_stock,promocion,precio_lista_clp,precio_efectivo_clp
55,2024-10-14,2024,42,NEC-D30,391.0,0.0,0,13240,13240
56,2024-10-21,2024,43,NEC-D30,493.0,0.0,0,13240,13240
57,2024-10-28,2024,44,NEC-D30,785.0,0.0,1,13240,10839
58,2024-11-04,2024,45,NEC-D30,376.0,0.0,0,13240,13240
59,2024-11-11,2024,46,NEC-D30,548.0,0.0,0,13240,13240
60,2024-11-18,2024,47,NEC-D30,425.0,0.0,0,13240,13240
61,2024-11-25,2024,48,NEC-D30,541.0,0.0,0,13240,13240
62,2024-12-02,2024,49,NEC-D30,466.0,0.0,0,13240,13240
63,2024-12-09,2024,50,NEC-D30,567.0,0.0,0,13240,13240
64,2024-12-16,2024,51,NEC-D30,556.0,0.0,0,13240,13240
65,2024-12-23,2024,52,NEC-D30,446.0,0.0,0,13240,13240
66,2024-12-30,2025,1,NEC-D30,544.0,0.0,0,13240,13240
67,2025-01-06,2025,2,NEC-D30,724.0,0.0,0,13240,13240
68,2025-01-13,2025,3,NEC-D30,773.0,0.0,1,13240,9365
69,2025-01-20,2025,4,NEC-D30,561.0,0.0,0,13240,13240
70,2025-01-27,2025,5,NEC-D30,558.0,0.0,0,13240,13240
71,2025-02-03,2025,6,NEC-D30,622.0,0.0,0,13240,13240
72,2025-02-10,2025,7,NEC-D30,595.0,0.0,0,13240,13240
73,2025-02-17,2025,8,NEC-D30,647.0,0.0,0,13240,13240
74,2025-02-24,2025,9,NEC-D30,632.0,0.0,0,13240,13240
75,2025-03-03,2025,10,NEC-D30,556.0,0.0,0,13240,13240
76,2025-03-10,2025,11,NEC-D30,923.0,0.0,1,13240,9715
77,2025-03-17,2025,12,NEC-D30,632.0,0.0,0,13240,13240
78,2025-03-24,2025,13,NEC-D30,764.0,0.0,0,13240,13240
79,2025-03-31,2025,14,NEC-D30,709.0,0.0,0,13240,13240
80,2025-04-07,2025,15,NEC-D30,824.0,0.0,0,13240,13240
81,2025-04-14,2025,16,NEC-D30,912.0,0.0,0,13240,13240
82,2025-04-21,2025,17,NEC-D30,875.0,0.0,0,13240,13240
83,2025-04-28,2025,18,NEC-D30,798.0,0.0,0,13240,13240
84,2025-05-05,2025,19,NEC-D30,720.0,0.0,0,13240,13240
85,2025-05-12,2025,20,NEC-D30,767.0,0.0,0,13240,13240
86,2025-05-19,2025,21,NEC-D30,1323.0,0.0,1,13240,9843
87,2025-05-26,2025,22,NEC-D30,552.0,0.0,0,13240,13240
88,2025-06-02,2025,23,NEC-D30,758.0,0.0,0,13240,13240
89,2025-06-09,2025,24,NEC-D30,792.0,0.0,0,13240,13240
90,2025-06-16,2025,25,NEC-D30,710.0,0.0,0,13240,13240
91,2025-06-23,2025,26,NEC-D30,779.0,0.0,0,13240,13240
92,2025-06-30,2025,27,NEC-D30,693.0,0.0,0,13240,13240
93,2025-07-07,2025,28,NEC-D30,1142.0,0.0,1,13240,10301
94,2025-07-14,2025,29,NEC-D30,582.0,0.0,0,13240,13240
95,2025-07-21,2025,30,NEC-D30,601.0,0.0,0,13240,13240
96,2025-07-28,2025,31,NEC-D30,457.0,0.0,0,13240,13240
97,2025-08-04,2025,32,NEC-D30,593.0,0.0,0,13240,13240
98,2025-08-11,2025,33,NEC-D30,581.0,0.0,0,13240,13240
99,2025-08-18,2025,34,NEC-D30,564.0,0.0,0,13240,13240
100,2025-08-25,2025,35,NEC-D30,558.0,0.0,0,13240,13240
101,2025-09-01,2025,36,NEC-D30,569.0,0.0,0,13240,13240
102,2025-09-08,2025,37,NEC-D30,681.0,0.0,1,13240,9478
103,2025-09-15,2025,38,NEC-D30,443.0,0.0,0,13240,13240
104,2025-09-22,2025,39,NEC-D30,506.0,0.0,0,13240,13240
105,2025-09-29,2025,40,NEC-D30,568.0,0.0,0,13240,13240
106,2025-10-06,2025,41,NEC-D30,448.0,0.0,0,13240,13240
107,2025-10-13,2025,42,NEC-D30,565.0,0.0,0,13240,13240
108,2025-10-20,2025,43,NEC-D30,496.0,0.0,0,13240,13240
109,2025-10-27,2025,44,NEC-D30,431.0,0.0,0,13240,13240
110,2025-11-03,2025,45,NEC-D30,373.0,0.0,0,13240,13240
111,2025-11-10,2025,46,NEC-D30,432.0,0.0,0,13240,13240
112,2025-11-17,2025,47,NEC-D30,388.0,0.0,0,13240,13240
113,2025-11-24,2025,48,NEC-D30,614.0,0.0,1,13240,10495
114,2025-12-01,2025,49,NEC-D30,381.0,0.0,0,13240,13240
115,2025-12-08,2025,50,NEC-D30,526.0,0.0,0,13240,13240
116,2025-12-15,2025,51,NEC-D30,545.0,0.0,0,13240,13240
117,2025-12-22,2025,52,NEC-D30,485.0,0.0,0,13240,13240
118,2025-12-29,2026,1,NEC-D30,460.0,0.0,0,13240,13240
119,2026-01-05,2026,2,NEC-D30,531.0,0.0,0,13240,13240
120,2026-01-12,2026,3,NEC-D30,911.0,0.0,1,13240,10279
121,2026-01-19,2026,4,NEC-D30,509.0,0.0,0,13240,13240
122,2026-01-26,2026,5,NEC-D30,517.0,0.0,0,13240,13240
123,2026-02-02,2026,6,NEC-D30,615.0,0.0,0,13240,13240
124,2026-02-09,2026,7,NEC-D30,641.0,0.0,0,13240,13240
125,2026-02-16,2026,8,NEC-D30,523.0,0.0,0,13240,13240
126,2026-02-23,2026,9,NEC-D30,961.0,0.0,1,13240,10656
127,2026-03-02,2026,10,NEC-D30,607.0,0.0,0,13240,13240
128,2026-03-09,2026,11,NEC-D30,818.0,0.0,0,13240,13240
129,2026-03-16,2026,12,NEC-D30,649.0,0.0,0,13240,13240
130,2026-03-23,2026,13,NEC-D30,702.0,0.0,0,13240,13240
131,2026-03-30,2026,14,NEC-D30,600.0,0.0,0,13240,13240
132,2026-04-06,2026,15,NEC-D30,694.0,0.0,0,13240,13240
133,2026-04-13,2026,16,NEC-D30,686.0,0.0,0,13240,13240
134,2026-04-20,2026,17,NEC-D30,697.0,0.0,0,13240,13240
135,2026-04-27,2026,18,NEC-D30,1013.0,0.0,1,13240,9849
136,2026-05-04,2026,19,NEC-D30,744.0,0.0,0,13240,13240
137,2026-05-11,2026,20,NEC-D30,779.0,0.0,0,13240,13240
138,2026-05-18,2026,21,NEC-D30,744.0,0.0,0,13240,13240
139,2026-05-25,2026,22,NEC-D30,701.0,0.0,0,13240,13240
140,2026-06-01,2026,23,NEC-D30,630.0,0.0,0,13240,13240
141,2026-06-08,2026,24,NEC-D30,697.0,0.0,0,13240,13240
142,2026-06-15,2026,25,NEC-D30,1094.0,0.0,1,13240,10210
143,2026-06-22,2026,26,NEC-D30,688.0,0.0,0,13240,13240
144,2026-06-29,2026,27,NEC-D30,662.0,0.0,0,13240,13240
145,2026-07-06,2026,28,NEC-D30,578.0,0.0,0,13240,13240
146,2026-07-13,2026,29,NEC-D30,745.0,0.0,0,13240,13240
147,2026-07-20,2026,30,NEC-D30,732.0,0.0,0,13240,13240
148,2026-07-27,2026,31,NEC-D30,571.0,0.0,0,13240,13240
149,2026-08-03,2026,32,NEC-D30,884.0,0.0,1,13240,9527
150,2026-08-10,2026,33,NEC-D30,675.0,0.0,0,13240,13240
151,2026-08-17,2026,34,NEC-D30,519.0,0.0,0,13240,13240
152,2026-08-24,2026,35,NEC-D30,575.0,0.0,0,13240,13240
153,2026-08-31,2026,36,NEC-D30,484.0,0.0,0,13240,13240
154,2026-09-07,2026,37,NEC-D30,467.0,0.0,0,13240,13240
155,2026-09-14,2026,38,NEC-D30,493.0,0.0,0,13240,13240
156,2026-09-21,2026,39,NEC-D30,511.0,0.0,0,13240,13240
1,2023-10-02,2023,40,CIT-L05,1878.0,0.0,0,5320,5320
2,2023-10-09,2023,41,CIT-L05,1933.0,0.0,0,5320,5320
3,2023-10-16,2023,42,CIT-L05,1731.0,0.0,0,5320,5320
4,2023-10-23,2023,43,CIT-L05,1761.0,0.0,0,5320,5320
5,2023-10-30,2023,44,CIT-L05,3572.0,0.0,1,5320,3877
6,2023-11-06,2023,45,CIT-L05,1383.0,0.0,0,5320,5320
7,2023-11-13,2023,46,CIT-L05,1692.0,0.0,0,5320,5320
8,2023-11-20,2023,47,CIT-L05,2267.0,0.0,0,5320,5320
9,2023-11-27,2023,48,CIT-L05,2285.0,0.0,0,5320,5320
10,2023-12-04,2023,49,CIT-L05,2653.0,0.0,0,5320,5320
11,2023-12-11,2023,50,CIT-L05,3443.0,0.0,1,5320,4115
12,2023-12-18,2023,51,CIT-L05,2227.0,0.0,0,5320,5320
13,2023-12-25,2023,52,CIT-L05,2738.0,0.0,0,5320,5320
14,2024-01-01,2024,1,CIT-L05,2507.0,0.0,0,5320,5320
15,2024-01-08,2024,2,CIT-L05,3253.0,0.0,0,5320,5320
16,2024-01-15,2024,3,CIT-L05,2507.0,0.0,0,5320,5320
17,2024-01-22,2024,4,CIT-L05,4738.0,0.0,1,5320,4263
18,2024-01-29,2024,5,CIT-L05,2054.0,0.0,0,5320,5320
19,2024-02-05,2024,6,CIT-L05,2566.0,0.0,0,5320,5320
20,2024-02-12,2024,7,CIT-L05,2310.0,0.0,0,5320,5320
21,2024-02-19,2024,8,CIT-L05,2634.0,0.0,0,5320,5320
22,2024-02-26,2024,9,CIT-L05,2904.0,0.0,0,5320,5320
23,2024-03-04,2024,10,CIT-L05,2173.0,0.0,0,5320,5320
24,2024-03-11,2024,11,CIT-L05,1908.0,0.0,0,5320,5320
25,2024-03-18,2024,12,CIT-L05,2604.0,0.0,0,5320,5320
26,2024-03-25,2024,13,CIT-L05,3809.0,0.0,1,5320,4010
27,2024-04-01,2024,14,CIT-L05,1647.0,0.0,0,5320,5320
28,2024-04-08,2024,15,CIT-L05,2197.0,0.0,0,5320,5320
29,2024-04-15,2024,16,CIT-L05,2019.0,0.0,0,5320,5320
30,2024-04-22,2024,17,CIT-L05,1940.0,0.0,0,5320,5320
31,2024-04-29,2024,18,CIT-L05,1531.0,0.0,0,5320,5320
32,2024-05-06,2024,19,CIT-L05,1480.0,0.0,0,5320,5320
33,2024-05-13,2024,20,CIT-L05,1611.0,0.0,0,5320,5320
34,2024-05-20,2024,21,CIT-L05,1338.0,0.0,0,5320,5320
35,2024-05-27,2024,22,CIT-L05,1519.0,0.0,0,5320,5320
36,2024-06-03,2024,23,CIT-L05,2227.0,0.0,1,5320,4361
37,2024-06-10,2024,24,CIT-L05,1052.0,0.0,0,5320,5320
38,2024-06-17,2024,25,CIT-L05,1147.0,0.0,0,5320,5320
39,2024-06-24,2024,26,CIT-L05,1218.0,0.0,0,5320,5320
40,2024-07-01,2024,27,CIT-L05,1166.0,0.0,0,5320,5320
41,2024-07-08,2024,28,CIT-L05,1064.0,0.0,0,5320,5320
42,2024-07-15,2024,29,CIT-L05,1096.0,0.0,0,5320,5320
43,2024-07-22,2024,30,CIT-L05,1105.0,0.0,0,5320,5320
44,2024-07-29,2024,31,CIT-L05,1067.0,0.0,0,5320,5320
45,2024-08-05,2024,32,CIT-L05,1795.0,0.0,1,5320,4460
46,2024-08-12,2024,33,CIT-L05,1008.0,0.0,0,5320,5320
47,2024-08-19,2024,34,CIT-L05,1379.0,0.0,0,5320,5320
48,2024-08-26,2024,35,CIT-L05,1287.0,0.0,0,5320,5320
49,2024-09-02,2024,36,CIT-L05,1597.0,0.0,0,5320,5320
50,2024-09-09,2024,37,CIT-L05,1618.0,0.0,0,5320,5320
51,2024-09-16,2024,38,CIT-L05,1808.0,0.0,0,5320,5320
52,2024-09-23,2024,39,CIT-L05,1784.0,0.0,0,5320,5320
53,2024-09-30,2024,40,CIT-L05,1758.0,0.0,0,5320,5320
54,2024-10-07,2024,41,CIT-L05,1981.0,0.0,0,5320,5320
55,2024-10-14,2024,42,CIT-L05,1756.0,0.0,0,5320,5320
56,2024-10-21,2024,43,CIT-L05,2890.0,0.0,1,5320,3987
57,2024-10-28,2024,44,CIT-L05,2063.0,0.0,0,5320,5320
58,2024-11-04,2024,45,CIT-L05,2713.0,0.0,0,5320,5320
59,2024-11-11,2024,46,CIT-L05,2102.0,0.0,0,5320,5320
60,2024-11-18,2024,47,CIT-L05,2916.0,0.0,0,5320,5320
61,2024-11-25,2024,48,CIT-L05,2729.0,0.0,0,5320,5320
62,2024-12-02,2024,49,CIT-L05,5097.0,0.0,1,5320,4006
63,2024-12-09,2024,50,CIT-L05,2336.0,0.0,0,5320,5320
64,2024-12-16,2024,51,CIT-L05,2575.0,0.0,0,5320,5320
65,2024-12-23,2024,52,CIT-L05,2301.0,0.0,0,5320,5320
66,2024-12-30,2025,1,CIT-L05,2763.0,0.0,0,5320,5320
67,2025-01-06,2025,2,CIT-L05,2526.0,0.0,0,5320,5320
68,2025-01-13,2025,3,CIT-L05,2420.0,0.0,0,5320,5320
69,2025-01-20,2025,4,CIT-L05,2451.0,0.0,0,5320,5320
70,2025-01-27,2025,5,CIT-L05,4533.0,0.0,1,5320,4254
71,2025-02-03,2025,6,CIT-L05,2128.0,0.0,0,5320,5320
72,2025-02-10,2025,7,CIT-L05,2550.0,0.0,0,5320,5320
73,2025-02-17,2025,8,CIT-L05,2435.0,0.0,0,5320,5320
74,2025-02-24,2025,9,CIT-L05,2221.0,0.0,0,5320,5320
75,2025-03-03,2025,10,CIT-L05,2111.0,0.0,0,5320,5320
76,2025-03-10,2025,11,CIT-L05,2663.0,0.0,0,5320,5320
77,2025-03-17,2025,12,CIT-L05,2381.0,0.0,0,5320,5320
78,2025-03-24,2025,13,CIT-L05,2452.0,0.0,0,5320,5320
79,2025-03-31,2025,14,CIT-L05,1746.0,0.0,0,5320,5320
80,2025-04-07,2025,15,CIT-L05,3403.0,0.0,1,5320,4130
81,2025-04-14,2025,16,CIT-L05,1636.0,0.0,0,5320,5320
82,2025-04-21,2025,17,CIT-L05,1960.0,0.0,0,5320,5320
83,2025-04-28,2025,18,CIT-L05,1671.0,0.0,0,5320,5320
84,2025-05-05,2025,19,CIT-L05,1518.0,0.0,0,5320,5320
85,2025-05-12,2025,20,CIT-L05,1414.0,0.0,0,5320,5320
86,2025-05-19,2025,21,CIT-L05,1300.0,0.0,0,5320,5320
87,2025-05-26,2025,22,CIT-L05,1342.0,0.0,0,5320,5320
88,2025-06-02,2025,23,CIT-L05,1270.0,0.0,0,5320,5320
89,2025-06-09,2025,24,CIT-L05,1365.0,0.0,0,5320,5320
90,2025-06-16,2025,25,CIT-L05,1261.0,0.0,0,5320,5320
91,2025-06-23,2025,26,CIT-L05,993.0,0.0,0,5320,5320
92,2025-06-30,2025,27,CIT-L05,1699.0,0.0,1,5320,4044
93,2025-07-07,2025,28,CIT-L05,866.0,0.0,0,5320,5320
94,2025-07-14,2025,29,CIT-L05,1093.0,0.0,0,5320,5320
95,2025-07-21,2025,30,CIT-L05,1100.0,0.0,0,5320,5320
96,2025-07-28,2025,31,CIT-L05,1090.0,0.0,0,5320,5320
97,2025-08-04,2025,32,CIT-L05,1019.0,0.0,0,5320,5320
98,2025-08-11,2025,33,CIT-L05,1422.0,0.0,0,5320,5320
99,2025-08-18,2025,34,CIT-L05,1287.0,0.0,0,5320,5320
100,2025-08-25,2025,35,CIT-L05,1206.0,0.0,0,5320,5320
101,2025-09-01,2025,36,CIT-L05,1303.0,0.0,0,5320,5320
102,2025-09-08,2025,37,CIT-L05,1736.0,0.0,0,5320,5320
103,2025-09-15,2025,38,CIT-L05,1376.0,0.0,0,5320,5320
104,2025-09-22,2025,39,CIT-L05,3078.0,1.0,1,5320,4060
105,2025-09-29,2025,40,CIT-L05,1392.0,0.0,0,5320,5320
106,2025-10-06,2025,41,CIT-L05,1753.0,0.0,0,5320,5320
107,2025-10-13,2025,42,CIT-L05,2080.0,0.0,0,5320,5320
108,2025-10-20,2025,43,CIT-L05,1740.0,0.0,0,5320,5320
109,2025-10-27,2025,44,CIT-L05,2042.0,0.0,0,5320,5320
110,2025-11-03,2025,45,CIT-L05,2097.0,0.0,0,5320,5320
111,2025-11-10,2025,46,CIT-L05,2126.0,0.0,0,5320,5320
112,2025-11-17,2025,47,CIT-L05,3321.0,0.0,1,5320,4046
113,2025-11-24,2025,48,CIT-L05,2326.0,0.0,0,5320,5320
114,2025-12-01,2025,49,CIT-L05,2579.0,0.0,0,5320,5320
115,2025-12-08,2025,50,CIT-L05,2609.0,0.0,0,5320,5320
116,2025-12-15,2025,51,CIT-L05,2435.0,0.0,0,5320,5320
117,2025-12-22,2025,52,CIT-L05,2555.0,0.0,0,5320,5320
118,2025-12-29,2026,1,CIT-L05,32916.0,0.0,0,5320,5320
119,2026-01-05,2026,2,CIT-L05,2584.0,0.0,0,5320,5320
120,2026-01-12,2026,3,CIT-L05,2866.0,0.0,0,5320,5320
121,2026-01-19,2026,4,CIT-L05,2661.0,0.0,0,5320,5320
122,2026-01-26,2026,5,CIT-L05,4470.0,0.0,1,5320,4392
123,2026-02-02,2026,6,CIT-L05,2266.0,0.0,0,5320,5320
124,2026-02-09,2026,7,CIT-L05,2316.0,0.0,0,5320,5320
125,2026-02-16,2026,8,CIT-L05,2541.0,0.0,0,5320,5320
126,2026-02-23,2026,9,CIT-L05,2775.0,0.0,0,5320,5320
127,2026-03-02,2026,10,CIT-L05,2445.0,0.0,0,5320,5320
128,2026-03-09,2026,11,CIT-L05,2726.0,0.0,0,5320,5320
129,2026-03-16,2026,12,CIT-L05,2740.0,0.0,0,5320,5320
130,2026-03-23,2026,13,CIT-L05,1760.0,0.0,0,5320,5320
131,2026-03-30,2026,14,CIT-L05,2075.0,0.0,0,5320,5320
132,2026-04-06,2026,15,CIT-L05,1874.0,0.0,0,5320,5320
133,2026-04-13,2026,16,CIT-L05,2833.0,0.0,1,5320,4029
134,2026-04-20,2026,17,CIT-L05,1635.0,0.0,0,5320,5320
135,2026-04-27,2026,18,CIT-L05,1955.0,0.0,0,5320,5320
136,2026-05-04,2026,19,CIT-L05,1554.0,0.0,0,5320,5320
137,2026-05-11,2026,20,CIT-L05,1822.0,0.0,0,5320,5320
138,2026-05-18,2026,21,CIT-L05,1692.0,0.0,0,5320,5320
139,2026-05-25,2026,22,CIT-L05,1355.0,0.0,0,5320,5320
140,2026-06-01,2026,23,CIT-L05,1228.0,0.0,0,5320,5320
141,2026-06-08,2026,24,CIT-L05,1284.0,0.0,0,5320,5320
142,2026-06-15,2026,25,CIT-L05,960.0,0.0,0,5320,5320
143,2026-06-22,2026,26,CIT-L05,1114.0,0.0,0,5320,5320
144,2026-06-29,2026,27,CIT-L05,1803.0,0.0,1,5320,3797
145,2026-07-06,2026,28,CIT-L05,952.0,0.0,0,5320,5320
146,2026-07-13,2026,29,CIT-L05,1281.0,0.0,0,5320,5320
147,2026-07-20,2026,30,CIT-L05,1136.0,0.0,0,5320,5320
148,2026-07-27,2026,31,CIT-L05,1214.0,0.0,0,5320,5320
149,2026-08-03,2026,32,CIT-L05,1182.0,0.0,0,5320,5320
150,2026-08-10,2026,33,CIT-L05,1250.0,0.0,0,5320,5320
151,2026-08-17,2026,34,CIT-L05,1257.0,0.0,0,5320,5320
152,2026-08-24,2026,35,CIT-L05,1405.0,0.0,0,5320,5320
153,2026-08-31,2026,36,CIT-L05,1653.0,0.0,1,5320,3780
154,2026-09-07,2026,37,CIT-L05,1265.0,0.0,0,5320,5320
155,2026-09-14,2026,38,CIT-L05,1512.0,0.0,0,5320,5320
156,2026-09-21,2026,39,CIT-L05,1702.0,0.0,0,5320,5320
1,2023-10-02,2023,40,CIT-L15,2137.0,0.0,0,7980,7980
2,2023-10-09,2023,41,CIT-L15,1797.0,0.0,0,7980,7980
3,2023-10-16,2023,42,CIT-L15,1972.0,0.0,0,7980,7980
4,2023-10-23,2023,43,CIT-L15,2178.0,0.0,0,7980,7980
5,2023-10-30,2023,44,CIT-L15,2295.0,0.0,0,7980,7980
6,2023-11-06,2023,45,CIT-L15,2298.0,0.0,0,7980,7980
7,2023-11-13,2023,46,CIT-L15,2143.0,0.0,0,7980,7980
8,2023-11-20,2023,47,CIT-L15,2509.0,0.0,0,7980,7980
9,2023-11-27,2023,48,CIT-L15,4311.0,0.0,1,7980,6030
10,2023-12-04,2023,49,CIT-L15,2133.0,0.0,0,7980,7980
11,2023-12-11,2023,50,CIT-L15,2384.0,0.0,0,7980,7980
12,2023-12-18,2023,51,CIT-L15,3442.0,0.0,0,7980,7980
13,2023-12-25,2023,52,CIT-L15,2997.0,0.0,0,7980,7980
14,2024-01-01,2024,1,CIT-L15,2468.0,0.0,0,7980,7980
15,2024-01-08,2024,2,CIT-L15,3238.0,0.0,0,7980,7980
16,2024-01-15,2024,3,CIT-L15,5038.0,0.0,1,7980,6163
17,2024-01-22,2024,4,CIT-L15,2281.0,0.0,0,7980,7980
18,2024-01-29,2024,5,CIT-L15,2509.0,0.0,0,7980,7980
19,2024-02-05,2024,6,CIT-L15,2766.0,0.0,0,7980,7980
20,2024-02-12,2024,7,CIT-L15,2730.0,0.0,0,7980,7980
21,2024-02-19,2024,8,CIT-L15,2940.0,0.0,0,7980,7980
22,2024-02-26,2024,9,CIT-L15,2666.0,0.0,0,7980,7980
23,2024-03-04,2024,10,CIT-L15,2569.0,0.0,0,7980,7980
24,2024-03-11,2024,11,CIT-L15,5352.0,0.0,1,7980,6576
25,2024-03-18,2024,12,CIT-L15,2603.0,0.0,0,7980,7980
26,2024-03-25,2024,13,CIT-L15,2545.0,0.0,0,7980,7980
27,2024-04-01,2024,14,CIT-L15,2104.0,0.0,0,7980,7980
28,2024-04-08,2024,15,CIT-L15,1831.0,0.0,0,7980,7980
29,2024-04-15,2024,16,CIT-L15,2448.0,0.0,0,7980,7980
30,2024-04-22,2024,17,CIT-L15,2088.0,0.0,0,7980,7980
31,2024-04-29,2024,18,CIT-L15,2161.0,0.0,0,7980,7980
32,2024-05-06,2024,19,CIT-L15,1679.0,0.0,0,7980,7980
33,2024-05-13,2024,20,CIT-L15,1467.0,0.0,0,7980,7980
34,2024-05-20,2024,21,CIT-L15,2814.0,0.0,1,7980,6676
35,2024-05-27,2024,22,CIT-L15,1166.0,0.0,0,7980,7980
36,2024-06-03,2024,23,CIT-L15,1770.0,0.0,0,7980,7980
37,2024-06-10,2024,24,CIT-L15,1320.0,0.0,0,7980,7980
38,2024-06-17,2024,25,CIT-L15,1295.0,0.0,0,7980,7980
39,2024-06-24,2024,26,CIT-L15,1207.0,0.0,0,7980,7980
40,2024-07-01,2024,27,CIT-L15,1470.0,0.0,0,7980,7980
41,2024-07-08,2024,28,CIT-L15,1192.0,0.0,0,7980,7980
42,2024-07-15,2024,29,CIT-L15,1337.0,0.0,0,7980,7980
43,2024-07-22,2024,30,CIT-L15,1415.0,0.0,0,7980,7980
44,2024-07-29,2024,31,CIT-L15,1012.0,0.0,0,7980,7980
45,2024-08-05,2024,32,CIT-L15,1551.0,0.0,0,7980,7980
46,2024-08-12,2024,33,CIT-L15,1983.0,0.0,1,7980,5888
47,2024-08-19,2024,34,CIT-L15,1230.0,0.0,0,7980,7980
48,2024-08-26,2024,35,CIT-L15,1619.0,0.0,0,7980,7980
49,2024-09-02,2024,36,CIT-L15,1836.0,0.0,0,7980,7980
50,2024-09-09,2024,37,CIT-L15,1247.0,0.0,0,7980,7980
51,2024-09-16,2024,38,CIT-L15,1675.0,0.0,0,7980,7980
52,2024-09-23,2024,39,CIT-L15,2039.0,0.0,0,7980,7980
53,2024-09-30,2024,40,CIT-L15,1562.0,0.0,0,7980,7980
54,2024-10-07,2024,41,CIT-L15,2024.0,0.0,0,7980,7980
55,2024-10-14,2024,42,CIT-L15,1986.0,0.0,0,7980,7980
56,2024-10-21,2024,43,CIT-L15,2972.0,0.0,0,7980,7980
57,2024-10-28,2024,44,CIT-L15,3684.0,0.0,1,7980,6544
58,2024-11-04,2024,45,CIT-L15,1911.0,0.0,0,7980,7980
59,2024-11-11,2024,46,CIT-L15,2387.0,0.0,0,7980,7980
60,2024-11-18,2024,47,CIT-L15,3110.0,0.0,0,7980,7980
61,2024-11-25,2024,48,CIT-L15,2790.0,0.0,0,7980,7980
62,2024-12-02,2024,49,CIT-L15,2851.0,0.0,0,7980,7980
63,2024-12-09,2024,50,CIT-L15,3122.0,0.0,0,7980,7980
64,2024-12-16,2024,51,CIT-L15,4038.0,0.0,1,7980,6201
65,2024-12-23,2024,52,CIT-L15,2667.0,0.0,0,7980,7980
66,2024-12-30,2025,1,CIT-L15,2845.0,0.0,0,7980,7980
67,2025-01-06,2025,2,CIT-L15,2847.0,0.0,0,7980,7980
68,2025-01-13,2025,3,CIT-L15,2732.0,0.0,0,7980,7980
69,2025-01-20,2025,4,CIT-L15,3343.0,0.0,0,7980,7980
70,2025-01-27,2025,5,CIT-L15,2984.0,0.0,0,7980,7980
71,2025-02-03,2025,6,CIT-L15,2683.0,0.0,0,7980,7980
72,2025-02-10,2025,7,CIT-L15,2901.0,0.0,0,7980,7980
73,2025-02-17,2025,8,CIT-L15,3643.0,0.0,0,7980,7980
74,2025-02-24,2025,9,CIT-L15,2629.0,0.0,0,7980,7980
75,2025-03-03,2025,10,CIT-L15,4372.0,0.0,1,7980,6596
76,2025-03-10,2025,11,CIT-L15,2077.0,0.0,0,7980,7980
77,2025-03-17,2025,12,CIT-L15,2568.0,0.0,0,7980,7980
78,2025-03-24,2025,13,CIT-L15,2166.0,0.0,0,7980,7980
79,2025-03-31,2025,14,CIT-L15,2164.0,0.0,0,7980,7980
80,2025-04-07,2025,15,CIT-L15,2367.0,0.0,0,7980,7980
81,2025-04-14,2025,16,CIT-L15,2543.0,0.0,0,7980,7980
82,2025-04-21,2025,17,CIT-L15,1705.0,0.0,0,7980,7980
83,2025-04-28,2025,18,CIT-L15,3067.0,0.0,1,7980,6334
84,2025-05-05,2025,19,CIT-L15,1221.0,0.0,0,7980,7980
85,2025-05-12,2025,20,CIT-L15,1577.0,0.0,0,7980,7980
86,2025-05-19,2025,21,CIT-L15,1309.0,0.0,0,7980,7980
87,2025-05-26,2025,22,CIT-L15,1465.0,0.0,0,7980,7980
88,2025-06-02,2025,23,CIT-L15,1342.0,0.0,0,7980,7980
89,2025-06-09,2025,24,CIT-L15,1321.0,0.0,0,7980,7980
90,2025-06-16,2025,25,CIT-L15,1399.0,0.0,0,7980,7980
91,2025-06-23,2025,26,CIT-L15,1526.0,0.0,0,7980,7980
92,2025-06-30,2025,27,CIT-L15,1578.0,0.0,0,7980,7980
93,2025-07-07,2025,28,CIT-L15,1646.0,0.0,0,7980,7980
94,2025-07-14,2025,29,CIT-L15,1384.0,0.0,0,7980,7980
95,2025-07-21,2025,30,CIT-L15,2385.0,0.0,1,7980,5718
96,2025-07-28,2025,31,CIT-L15,958.0,0.0,0,7980,7980
97,2025-08-04,2025,32,CIT-L15,1339.0,0.0,0,7980,7980
98,2025-08-11,2025,33,CIT-L15,1267.0,0.0,0,7980,7980
99,2025-08-18,2025,34,CIT-L15,1276.0,0.0,0,7980,7980
100,2025-08-25,2025,35,CIT-L15,1431.0,0.0,0,7980,7980
101,2025-09-01,2025,36,CIT-L15,,,0,7980,7980
102,2025-09-08,2025,37,CIT-L15,,,1,7980,6433
103,2025-09-15,2025,38,CIT-L15,,,0,7980,7980
104,2025-09-22,2025,39,CIT-L15,1985.0,0.0,0,7980,7980
105,2025-09-29,2025,40,CIT-L15,1837.0,0.0,0,7980,7980
106,2025-10-06,2025,41,CIT-L15,2829.0,0.0,0,7980,7980
107,2025-10-13,2025,42,CIT-L15,2174.0,0.0,0,7980,7980
108,2025-10-20,2025,43,CIT-L15,2226.0,0.0,0,7980,7980
109,2025-10-27,2025,44,CIT-L15,2802.0,0.0,0,7980,7980
110,2025-11-03,2025,45,CIT-L15,3131.0,0.0,0,7980,7980
111,2025-11-10,2025,46,CIT-L15,4147.0,0.0,1,7980,6677
