t,semana,iso_anio,iso_semana,sku,familia,formato_g,canal,pedidos_cajas,despachos_cajas,precio_clp_caja,promo,fiestas_patrias,semana_santa,planta_cerrada
84,2024-10-07,2024,41,DUR-820,DUR,820,Retail,415.0,415.0,33595.0,0,0,0,0
85,2024-10-14,2024,42,DUR-820,DUR,820,Retail,516.0,516.0,33617.0,0,0,0,0
86,2024-10-21,2024,43,DUR-820,DUR,820,Retail,559.0,559.0,33639.0,0,0,0,0
87,2024-10-28,2024,44,DUR-820,DUR,820,Retail,557.0,557.0,33662.0,0,0,0,0
88,2024-11-04,2024,45,DUR-820,DUR,820,Retail,579.0,579.0,33684.0,0,0,0,0
89,2024-11-11,2024,46,DUR-820,DUR,820,Retail,399.0,399.0,33706.0,0,0,0,0
90,2024-11-18,2024,47,DUR-820,DUR,820,Retail,962.0,711.0,27657.0,1,0,0,0
91,2024-11-25,2024,48,DUR-820,DUR,820,Retail,447.0,447.0,33751.0,0,0,0,0
92,2024-12-02,2024,49,DUR-820,DUR,820,Retail,518.0,518.0,33773.0,0,0,0,0
93,2024-12-09,2024,50,DUR-820,DUR,820,Retail,614.0,614.0,33796.0,0,0,0,0
94,2024-12-16,2024,51,DUR-820,DUR,820,Retail,573.0,573.0,33818.0,0,0,0,0
95,2024-12-23,2024,52,DUR-820,DUR,820,Retail,809.0,695.0,27749.0,1,0,0,0
96,2024-12-30,2025,1,DUR-820,DUR,820,Retail,465.0,465.0,33863.0,0,0,0,0
97,2025-01-06,2025,2,DUR-820,DUR,820,Retail,528.0,528.0,33885.0,0,0,0,0
98,2025-01-13,2025,3,DUR-820,DUR,820,Retail,588.0,588.0,33908.0,0,0,0,0
99,2025-01-20,2025,4,DUR-820,DUR,820,Retail,677.0,677.0,27823.0,1,0,0,0
100,2025-01-27,2025,5,DUR-820,DUR,820,Retail,385.0,0.0,33952.0,0,0,0,1
101,2025-02-03,2025,6,DUR-820,DUR,820,Retail,717.0,0.0,33975.0,0,0,0,1
102,2025-02-10,2025,7,DUR-820,DUR,820,Retail,1019.0,673.0,27878.0,1,0,0,0
103,2025-02-17,2025,8,DUR-820,DUR,820,Retail,354.0,354.0,34020.0,0,0,0,0
104,2025-02-24,2025,9,DUR-820,DUR,820,Retail,376.0,376.0,34042.0,0,0,0,0
105,2025-03-03,2025,10,DUR-820,DUR,820,Retail,339.0,339.0,34065.0,0,0,0,0
106,2025-03-10,2025,11,DUR-820,DUR,820,Retail,392.0,392.0,34087.0,0,0,0,0
107,2025-03-17,2025,12,DUR-820,DUR,820,Retail,430.0,430.0,34110.0,0,0,0,0
108,2025-03-24,2025,13,DUR-820,DUR,820,Retail,310.0,310.0,34133.0,0,0,0,0
109,2025-03-31,2025,14,DUR-820,DUR,820,Retail,316.0,316.0,34155.0,0,0,0,0
110,2025-04-07,2025,15,DUR-820,DUR,820,Retail,389.0,389.0,34178.0,0,0,0,0
111,2025-04-14,2025,16,DUR-820,DUR,820,Retail,336.0,336.0,34200.0,0,0,1,0
112,2025-04-21,2025,17,DUR-820,DUR,820,Retail,318.0,318.0,34223.0,0,0,0,0
113,2025-04-28,2025,18,DUR-820,DUR,820,Retail,303.0,303.0,34246.0,0,0,0,0
114,2025-05-05,2025,19,DUR-820,DUR,820,Retail,310.0,310.0,34268.0,0,0,0,0
115,2025-05-12,2025,20,DUR-820,DUR,820,Retail,304.0,304.0,34291.0,0,0,0,0
116,2025-05-19,2025,21,DUR-820,DUR,820,Retail,245.0,245.0,34314.0,0,0,0,0
117,2025-05-26,2025,22,DUR-820,DUR,820,Retail,278.0,278.0,34336.0,0,0,0,0
118,2025-06-02,2025,23,DUR-820,DUR,820,Retail,494.0,494.0,28175.0,1,0,0,0
119,2025-06-09,2025,24,DUR-820,DUR,820,Retail,208.0,208.0,34382.0,0,0,0,0
120,2025-06-16,2025,25,DUR-820,DUR,820,Retail,197.0,197.0,34405.0,0,0,0,0
121,2025-06-23,2025,26,DUR-820,DUR,820,Retail,239.0,239.0,34427.0,0,0,0,0
122,2025-06-30,2025,27,DUR-820,DUR,820,Retail,279.0,279.0,34450.0,0,0,0,0
123,2025-07-07,2025,28,DUR-820,DUR,820,Retail,211.0,211.0,34473.0,0,0,0,0
124,2025-07-14,2025,29,DUR-820,DUR,820,Retail,241.0,241.0,34496.0,0,0,0,0
125,2025-07-21,2025,30,DUR-820,DUR,820,Retail,274.0,274.0,34519.0,0,0,0,0
126,2025-07-28,2025,31,DUR-820,DUR,820,Retail,447.0,447.0,28324.0,1,0,0,0
127,2025-08-04,2025,32,DUR-820,DUR,820,Retail,214.0,214.0,34564.0,0,0,0,0
128,2025-08-11,2025,33,DUR-820,DUR,820,Retail,326.0,326.0,34587.0,0,0,0,0
129,2025-08-18,2025,34,DUR-820,DUR,820,Retail,354.0,354.0,34610.0,0,0,0,0
130,2025-08-25,2025,35,DUR-820,DUR,820,Retail,335.0,335.0,34633.0,0,0,0,0
131,2025-09-01,2025,36,DUR-820,DUR,820,Retail,316.0,316.0,34656.0,0,0,0,0
132,2025-09-08,2025,37,DUR-820,DUR,820,Retail,389.0,389.0,34679.0,0,0,0,0
133,2025-09-15,2025,38,DUR-820,DUR,820,Retail,495.0,495.0,34702.0,0,1,0,0
134,2025-09-22,2025,39,DUR-820,DUR,820,Retail,372.0,372.0,34725.0,0,0,0,0
135,2025-09-29,2025,40,DUR-820,DUR,820,Retail,366.0,366.0,34748.0,0,0,0,0
136,2025-10-06,2025,41,DUR-820,DUR,820,Retail,321.0,321.0,34771.0,0,0,0,0
137,2025-10-13,2025,42,DUR-820,DUR,820,Retail,431.0,431.0,34794.0,0,0,0,0
138,2025-10-20,2025,43,DUR-820,DUR,820,Retail,380.0,380.0,34817.0,0,0,0,0
139,2025-10-27,2025,44,DUR-820,DUR,820,Retail,373.0,373.0,34840.0,0,0,0,0
140,2025-11-03,2025,45,DUR-820,DUR,820,Retail,504.0,504.0,34863.0,0,0,0,0
141,2025-11-10,2025,46,DUR-820,DUR,820,Retail,411.0,411.0,34886.0,0,0,0,0
142,2025-11-17,2025,47,DUR-820,DUR,820,Retail,821.0,561.0,28625.0,1,0,0,0
143,2025-11-24,2025,48,DUR-820,DUR,820,Retail,387.0,387.0,34932.0,0,0,0,0
144,2025-12-01,2025,49,DUR-820,DUR,820,Retail,404.0,404.0,34955.0,0,0,0,0
145,2025-12-08,2025,50,DUR-820,DUR,820,Retail,443.0,443.0,34978.0,0,0,0,0
146,2025-12-15,2025,51,DUR-820,DUR,820,Retail,440.0,440.0,35002.0,0,0,0,0
147,2025-12-22,2025,52,DUR-820,DUR,820,Retail,326.0,326.0,35025.0,0,0,0,0
148,2025-12-29,2026,1,DUR-820,DUR,820,Retail,427.0,427.0,35048.0,0,0,0,0
149,2026-01-05,2026,2,DUR-820,DUR,820,Retail,349.0,349.0,35071.0,0,0,0,0
150,2026-01-12,2026,3,DUR-820,DUR,820,Retail,383.0,383.0,35094.0,0,0,0,0
151,2026-01-19,2026,4,DUR-820,DUR,820,Retail,350.0,350.0,35118.0,0,0,0,0
152,2026-01-26,2026,5,DUR-820,DUR,820,Retail,428.0,0.0,35141.0,0,0,0,1
153,2026-02-02,2026,6,DUR-820,DUR,820,Retail,649.0,0.0,35164.0,0,0,0,1
154,2026-02-09,2026,7,DUR-820,DUR,820,Retail,738.0,532.0,35187.0,0,0,0,0
155,2026-02-16,2026,8,DUR-820,DUR,820,Retail,314.0,314.0,35211.0,0,0,0,0
156,2026-02-23,2026,9,DUR-820,DUR,820,Retail,373.0,373.0,35234.0,0,0,0,0
157,2026-03-02,2026,10,DUR-820,DUR,820,Retail,374.0,374.0,35257.0,0,0,0,0
158,2026-03-09,2026,11,DUR-820,DUR,820,Retail,332.0,332.0,35281.0,0,0,0,0
159,2026-03-16,2026,12,DUR-820,DUR,820,Retail,266.0,266.0,35304.0,0,0,0,0
160,2026-03-23,2026,13,DUR-820,DUR,820,Retail,272.0,272.0,35327.0,0,0,0,0
161,2026-03-30,2026,14,DUR-820,DUR,820,Retail,208.0,208.0,35351.0,0,0,1,0
162,2026-04-06,2026,15,DUR-820,DUR,820,Retail,229.0,229.0,35374.0,0,0,0,0
163,2026-04-13,2026,16,DUR-820,DUR,820,Retail,456.0,456.0,29026.0,1,0,0,0
164,2026-04-20,2026,17,DUR-820,DUR,820,Retail,212.0,212.0,35421.0,0,0,0,0
165,2026-04-27,2026,18,DUR-820,DUR,820,Retail,235.0,235.0,35444.0,0,0,0,0
166,2026-05-04,2026,19,DUR-820,DUR,820,Retail,228.0,228.0,35468.0,0,0,0,0
167,2026-05-11,2026,20,DUR-820,DUR,820,Retail,199.0,199.0,35491.0,0,0,0,0
168,2026-05-18,2026,21,DUR-820,DUR,820,Retail,233.0,233.0,35515.0,0,0,0,0
169,2026-05-25,2026,22,DUR-820,DUR,820,Retail,186.0,186.0,35538.0,0,0,0,0
170,2026-06-01,2026,23,DUR-820,DUR,820,Retail,158.0,158.0,35562.0,0,0,0,0
171,2026-06-08,2026,24,DUR-820,DUR,820,Retail,212.0,212.0,35585.0,0,0,0,0
172,2026-06-15,2026,25,DUR-820,DUR,820,Retail,166.0,166.0,35609.0,0,0,0,0
173,2026-06-22,2026,26,DUR-820,DUR,820,Retail,191.0,191.0,35632.0,0,0,0,0
174,2026-06-29,2026,27,DUR-820,DUR,820,Retail,212.0,212.0,35656.0,0,0,0,0
175,2026-07-06,2026,28,DUR-820,DUR,820,Retail,160.0,160.0,35680.0,0,0,0,0
176,2026-07-13,2026,29,DUR-820,DUR,820,Retail,218.0,218.0,35703.0,0,0,0,0
177,2026-07-20,2026,30,DUR-820,DUR,820,Retail,205.0,205.0,35727.0,0,0,0,0
178,2026-07-27,2026,31,DUR-820,DUR,820,Retail,271.0,271.0,35750.0,0,0,0,0
179,2026-08-03,2026,32,DUR-820,DUR,820,Retail,245.0,245.0,35774.0,0,0,0,0
180,2026-08-10,2026,33,DUR-820,DUR,820,Retail,263.0,263.0,35798.0,0,0,0,0
181,2026-08-17,2026,34,DUR-820,DUR,820,Retail,194.0,194.0,35821.0,0,0,0,0
182,2026-08-24,2026,35,DUR-820,DUR,820,Retail,230.0,230.0,35845.0,0,0,0,0
1,2023-03-06,2023,10,TOM-480,TOM,480,Retail,3556.0,3382.0,12218.0,1,0,0,0
2,2023-03-13,2023,11,TOM-480,TOM,480,Retail,1996.0,1996.0,14910.0,0,0,0,0
3,2023-03-20,2023,12,TOM-480,TOM,480,Retail,1748.0,1748.0,14920.0,0,0,0,0
4,2023-03-27,2023,13,TOM-480,TOM,480,Retail,2258.0,2258.0,14930.0,0,0,0,0
5,2023-04-03,2023,14,TOM-480,TOM,480,Retail,2376.0,2376.0,14939.0,0,0,1,0
6,2023-04-10,2023,15,TOM-480,TOM,480,Retail,2619.0,2619.0,14949.0,0,0,0,0
7,2023-04-17,2023,16,TOM-480,TOM,480,Retail,3771.0,3405.0,12267.0,1,0,0,0
8,2023-04-24,2023,17,TOM-480,TOM,480,Retail,1822.0,1822.0,14969.0,0,0,0,0
9,2023-05-01,2023,18,TOM-480,TOM,480,Retail,2288.0,2288.0,14979.0,0,0,0,0
10,2023-05-08,2023,19,TOM-480,TOM,480,Retail,2059.0,2059.0,14989.0,0,0,0,0
11,2023-05-15,2023,20,TOM-480,TOM,480,Retail,2822.0,2822.0,14999.0,0,0,0,0
12,2023-05-22,2023,21,TOM-480,TOM,480,Retail,3148.0,3148.0,15009.0,0,0,0,0
13,2023-05-29,2023,22,TOM-480,TOM,480,Retail,3100.0,3100.0,15019.0,0,0,0,0
14,2023-06-05,2023,23,TOM-480,TOM,480,Retail,5973.0,3431.0,12324.0,1,0,0,0
15,2023-06-12,2023,24,TOM-480,TOM,480,Retail,2685.0,2685.0,15039.0,0,0,0,0
16,2023-06-19,2023,25,TOM-480,TOM,480,Retail,2434.0,2434.0,15049.0,0,0,0,0
17,2023-06-26,2023,26,TOM-480,TOM,480,Retail,2632.0,2632.0,15059.0,0,0,0,0
18,2023-07-03,2023,27,TOM-480,TOM,480,Retail,3155.0,3155.0,15069.0,0,0,0,0
19,2023-07-10,2023,28,TOM-480,TOM,480,Retail,1927.0,1927.0,15078.0,0,0,0,0
20,2023-07-17,2023,29,TOM-480,TOM,480,Retail,3425.0,3425.0,15088.0,0,0,0,0
21,2023-07-24,2023,30,TOM-480,TOM,480,Retail,2240.0,2240.0,15098.0,0,0,0,0
22,2023-07-31,2023,31,TOM-480,TOM,480,Retail,2382.0,2382.0,15108.0,0,0,0,0
23,2023-08-07,2023,32,TOM-480,TOM,480,Retail,2189.0,2189.0,15118.0,0,0,0,0
24,2023-08-14,2023,33,TOM-480,TOM,480,Retail,2451.0,2451.0,15128.0,0,0,0,0
25,2023-08-21,2023,34,TOM-480,TOM,480,Retail,2459.0,2459.0,15138.0,0,0,0,0
26,2023-08-28,2023,35,TOM-480,TOM,480,Retail,2282.0,2282.0,15148.0,0,0,0,0
27,2023-09-04,2023,36,TOM-480,TOM,480,Retail,2208.0,2208.0,15159.0,0,0,0,0
28,2023-09-11,2023,37,TOM-480,TOM,480,Retail,3469.0,3469.0,12438.0,1,0,0,0
29,2023-09-18,2023,38,TOM-480,TOM,480,Retail,2936.0,2936.0,15179.0,0,1,0,0
30,2023-09-25,2023,39,TOM-480,TOM,480,Retail,2033.0,2033.0,15189.0,0,0,0,0
31,2023-10-02,2023,40,TOM-480,TOM,480,Retail,1784.0,1784.0,15199.0,0,0,0,0
32,2023-10-09,2023,41,TOM-480,TOM,480,Retail,2472.0,2472.0,15209.0,0,0,0,0
33,2023-10-16,2023,42,TOM-480,TOM,480,Retail,1742.0,1742.0,15219.0,0,0,0,0
34,2023-10-23,2023,43,TOM-480,TOM,480,Retail,1849.0,1849.0,15229.0,0,0,0,0
35,2023-10-30,2023,44,TOM-480,TOM,480,Retail,1519.0,1519.0,15239.0,0,0,0,0
36,2023-11-06,2023,45,TOM-480,TOM,480,Retail,1803.0,1803.0,15249.0,0,0,0,0
37,2023-11-13,2023,46,TOM-480,TOM,480,Retail,1641.0,1641.0,15259.0,0,0,0,0
38,2023-11-20,2023,47,TOM-480,TOM,480,Retail,1698.0,1698.0,15269.0,0,0,0,0
39,2023-11-27,2023,48,TOM-480,TOM,480,Retail,1755.0,1755.0,15279.0,0,0,0,0
40,2023-12-04,2023,49,TOM-480,TOM,480,Retail,1671.0,1671.0,15289.0,0,0,0,0
41,2023-12-11,2023,50,TOM-480,TOM,480,Retail,1709.0,1709.0,15300.0,0,0,0,0
42,2023-12-18,2023,51,TOM-480,TOM,480,Retail,1797.0,1797.0,15310.0,0,0,0,0
43,2023-12-25,2023,52,TOM-480,TOM,480,Retail,2026.0,2026.0,15320.0,0,0,0,0
44,2024-01-01,2024,1,TOM-480,TOM,480,Retail,1809.0,1809.0,15330.0,0,0,0,0
45,2024-01-08,2024,2,TOM-480,TOM,480,Retail,2731.0,2731.0,12579.0,1,0,0,0
46,2024-01-15,2024,3,TOM-480,TOM,480,Retail,1412.0,1412.0,15350.0,0,0,0,0
47,2024-01-22,2024,4,TOM-480,TOM,480,Retail,2169.0,2169.0,15360.0,0,0,0,0
48,2024-01-29,2024,5,TOM-480,TOM,480,Retail,1450.0,0.0,15371.0,0,0,0,1
49,2024-02-05,2024,6,TOM-480,TOM,480,Retail,2834.0,0.0,15381.0,0,0,0,1
50,2024-02-12,2024,7,TOM-480,TOM,480,Retail,3654.0,3573.0,15391.0,0,0,0,0
51,2024-02-19,2024,8,TOM-480,TOM,480,Retail,4162.0,3577.0,12629.0,1,0,0,0
52,2024-02-26,2024,9,TOM-480,TOM,480,Retail,1920.0,1920.0,15411.0,0,0,0,0
53,2024-03-04,2024,10,TOM-480,TOM,480,Retail,2455.0,2455.0,15421.0,0,0,0,0
54,2024-03-11,2024,11,TOM-480,TOM,480,Retail,1985.0,1985.0,15432.0,0,0,0,0
55,2024-03-18,2024,12,TOM-480,TOM,480,Retail,1942.0,1942.0,15442.0,0,0,0,0
56,2024-03-25,2024,13,TOM-480,TOM,480,Retail,2888.0,2888.0,15452.0,0,0,1,0
57,2024-04-01,2024,14,TOM-480,TOM,480,Retail,2643.0,2643.0,15462.0,0,0,0,0
58,2024-04-08,2024,15,TOM-480,TOM,480,Retail,2516.0,2516.0,15473.0,0,0,0,0
59,2024-04-15,2024,16,TOM-480,TOM,480,Retail,2616.0,2616.0,15483.0,0,0,0,0
60,2024-04-22,2024,17,TOM-480,TOM,480,Retail,3017.0,3017.0,15493.0,0,0,0,0
61,2024-04-29,2024,18,TOM-480,TOM,480,Retail,2780.0,2780.0,15503.0,0,0,0,0
62,2024-05-06,2024,19,TOM-480,TOM,480,Retail,2183.0,2183.0,15514.0,0,0,0,0
63,2024-05-13,2024,20,TOM-480,TOM,480,Retail,2642.0,2642.0,15524.0,0,0,0,0
64,2024-05-20,2024,21,TOM-480,TOM,480,Retail,3062.0,3062.0,15534.0,0,0,0,0
65,2024-05-27,2024,22,TOM-480,TOM,480,Retail,3876.0,3633.0,12746.0,1,0,0,0
66,2024-06-03,2024,23,TOM-480,TOM,480,Retail,2165.0,2165.0,15555.0,0,0,0,0
67,2024-06-10,2024,24,TOM-480,TOM,480,Retail,4198.0,3641.0,12763.0,1,0,0,0
68,2024-06-17,2024,25,TOM-480,TOM,480,Retail,2022.0,2022.0,15575.0,0,0,0,0
69,2024-06-24,2024,26,TOM-480,TOM,480,Retail,4100.0,3650.0,12780.0,1,0,0,0
70,2024-07-01,2024,27,TOM-480,TOM,480,Retail,2365.0,2365.0,15596.0,0,0,0,0
71,2024-07-08,2024,28,TOM-480,TOM,480,Retail,2865.0,2865.0,15606.0,0,0,0,0
72,2024-07-15,2024,29,TOM-480,TOM,480,Retail,4697.0,3662.0,12806.0,1,0,0,0
73,2024-07-22,2024,30,TOM-480,TOM,480,Retail,2085.0,2085.0,15627.0,0,0,0,0
74,2024-07-29,2024,31,TOM-480,TOM,480,Retail,2639.0,2639.0,15637.0,0,0,0,0
75,2024-08-05,2024,32,TOM-480,TOM,480,Retail,2736.0,2736.0,15648.0,0,0,0,0
76,2024-08-12,2024,33,TOM-480,TOM,480,Retail,2441.0,2441.0,15658.0,0,0,0,0
77,2024-08-19,2024,34,TOM-480,TOM,480,Retail,2454.0,2454.0,15668.0,0,0,0,0
78,2024-08-26,2024,35,TOM-480,TOM,480,Retail,2845.0,2845.0,15679.0,0,0,0,0
79,2024-09-02,2024,36,TOM-480,TOM,480,Retail,2787.0,2787.0,15689.0,0,0,0,0
80,2024-09-09,2024,37,TOM-480,TOM,480,Retail,2017.0,2017.0,15699.0,0,0,0,0
81,2024-09-16,2024,38,TOM-480,TOM,480,Retail,2137.0,2137.0,15710.0,0,1,0,0
82,2024-09-23,2024,39,TOM-480,TOM,480,Retail,1902.0,1902.0,15720.0,0,0,0,0
83,2024-09-30,2024,40,TOM-480,TOM,480,Retail,2088.0,2088.0,15731.0,0,0,0,0
84,2024-10-07,2024,41,TOM-480,TOM,480,Retail,2118.0,2118.0,15741.0,0,0,0,0
85,2024-10-14,2024,42,TOM-480,TOM,480,Retail,1826.0,1826.0,15751.0,0,0,0,0
86,2024-10-21,2024,43,TOM-480,TOM,480,Retail,1756.0,1756.0,15762.0,0,0,0,0
87,2024-10-28,2024,44,TOM-480,TOM,480,Retail,40680.0,40680.0,15772.0,0,0,0,0
88,2024-11-04,2024,45,TOM-480,TOM,480,Retail,2613.0,2613.0,12942.0,1,0,0,0
89,2024-11-11,2024,46,TOM-480,TOM,480,Retail,1784.0,1784.0,15793.0,0,0,0,0
90,2024-11-18,2024,47,TOM-480,TOM,480,Retail,1720.0,1720.0,15804.0,0,0,0,0
91,2024-11-25,2024,48,TOM-480,TOM,480,Retail,2145.0,2145.0,15814.0,0,0,0,0
92,2024-12-02,2024,49,TOM-480,TOM,480,Retail,1556.0,1556.0,15825.0,0,0,0,0
93,2024-12-09,2024,50,TOM-480,TOM,480,Retail,1760.0,1760.0,15835.0,0,0,0,0
94,2024-12-16,2024,51,TOM-480,TOM,480,Retail,1514.0,1514.0,15846.0,0,0,0,0
95,2024-12-23,2024,52,TOM-480,TOM,480,Retail,1926.0,1926.0,15856.0,0,0,0,0
96,2024-12-30,2025,1,TOM-480,TOM,480,Retail,2118.0,2118.0,15867.0,0,0,0,0
97,2025-01-06,2025,2,TOM-480,TOM,480,Retail,1840.0,1840.0,15877.0,0,0,0,0
98,2025-01-13,2025,3,TOM-480,TOM,480,Retail,1588.0,1588.0,15888.0,0,0,0,0
99,2025-01-20,2025,4,TOM-480,TOM,480,Retail,3219.0,3219.0,13036.0,1,0,0,0
100,2025-01-27,2025,5,TOM-480,TOM,480,Retail,1387.0,0.0,15909.0,0,0,0,1
101,2025-02-03,2025,6,TOM-480,TOM,480,Retail,3146.0,0.0,15919.0,0,0,0,1
102,2025-02-10,2025,7,TOM-480,TOM,480,Retail,3907.0,3787.0,15930.0,0,0,0,0
103,2025-02-17,2025,8,TOM-480,TOM,480,Retail,2081.0,2081.0,15940.0,0,0,0,0
104,2025-02-24,2025,9,TOM-480,TOM,480,Retail,4350.0,3796.0,13080.0,1,0,0,0
105,2025-03-03,2025,10,TOM-480,TOM,480,Retail,2050.0,2050.0,15961.0,0,0,0,0
106,2025-03-10,2025,11,TOM-480,TOM,480,Retail,3010.0,3010.0,15972.0,0,0,0,0
107,2025-03-17,2025,12,TOM-480,TOM,480,Retail,2887.0,2887.0,15982.0,0,0,0,0
108,2025-03-24,2025,13,TOM-480,TOM,480,Retail,1884.0,1884.0,15993.0,0,0,0,0
109,2025-03-31,2025,14,TOM-480,TOM,480,Retail,4453.0,3817.0,13123.0,1,0,0,0
110,2025-04-07,2025,15,TOM-480,TOM,480,Retail,2610.0,2610.0,16014.0,0,0,0,0
111,2025-04-14,2025,16,TOM-480,TOM,480,Retail,3564.0,3564.0,16025.0,0,0,1,0
112,2025-04-21,2025,17,TOM-480,TOM,480,Retail,3162.0,3162.0,16035.0,0,0,0,0
113,2025-04-28,2025,18,TOM-480,TOM,480,Retail,2521.0,2521.0,16046.0,0,0,0,0
114,2025-05-05,2025,19,TOM-480,TOM,480,Retail,4454.0,3838.0,13166.0,1,0,0,0
115,2025-05-12,2025,20,TOM-480,TOM,480,Retail,2490.0,2490.0,16067.0,0,0,0,0
116,2025-05-19,2025,21,TOM-480,TOM,480,Retail,1979.0,1979.0,16078.0,0,0,0,0
117,2025-05-26,2025,22,TOM-480,TOM,480,Retail,5017.0,3851.0,13193.0,1,0,0,0
118,2025-06-02,2025,23,TOM-480,TOM,480,Retail,2404.0,2404.0,16099.0,0,0,0,0
119,2025-06-09,2025,24,TOM-480,TOM,480,Retail,3344.0,3344.0,16110.0,0,0,0,0
120,2025-06-16,2025,25,TOM-480,TOM,480,Retail,3172.0,3172.0,16120.0,0,0,0,0
121,2025-06-23,2025,26,TOM-480,TOM,480,Retail,3794.0,3794.0,16131.0,0,0,0,0
122,2025-06-30,2025,27,TOM-480,TOM,480,Retail,4287.0,4287.0,16142.0,0,0,0,0
123,2025-07-07,2025,28,TOM-480,TOM,480,Retail,6009.0,5234.0,13245.0,1,0,0,0
124,2025-07-14,2025,29,TOM-480,TOM,480,Retail,2791.0,2791.0,16163.0,0,0,0,0
125,2025-07-21,2025,30,TOM-480,TOM,480,Retail,3993.0,3993.0,16174.0,0,0,0,0
126,2025-07-28,2025,31,TOM-480,TOM,480,Retail,2597.0,2597.0,16185.0,0,0,0,0
127,2025-08-04,2025,32,TOM-480,TOM,480,Retail,3167.0,3167.0,16195.0,0,0,0,0
128,2025-08-11,2025,33,TOM-480,TOM,480,Retail,4001.0,4001.0,16206.0,0,0,0,0
129,2025-08-18,2025,34,TOM-480,TOM,480,Retail,3380.0,3380.0,16217.0,0,0,0,0
130,2025-08-25,2025,35,TOM-480,TOM,480,Retail,3672.0,3672.0,16227.0,0,0,0,0
131,2025-09-01,2025,36,TOM-480,TOM,480,Retail,4260.0,4260.0,16238.0,0,0,0,0
132,2025-09-08,2025,37,TOM-480,TOM,480,Retail,4008.0,4008.0,16249.0,0,0,0,0
133,2025-09-15,2025,38,TOM-480,TOM,480,Retail,4127.0,4127.0,16260.0,0,1,0,0
134,2025-09-22,2025,39,TOM-480,TOM,480,Retail,2411.0,2411.0,16270.0,0,0,0,0
135,2025-09-29,2025,40,TOM-480,TOM,480,Retail,3421.0,3421.0,16281.0,0,0,0,0
136,2025-10-06,2025,41,TOM-480,TOM,480,Retail,2829.0,2829.0,16292.0,0,0,0,0
137,2025-10-13,2025,42,TOM-480,TOM,480,Retail,3481.0,3481.0,16303.0,0,0,0,0
138,2025-10-20,2025,43,TOM-480,TOM,480,Retail,2818.0,2818.0,16314.0,0,0,0,0
139,2025-10-27,2025,44,TOM-480,TOM,480,Retail,4677.0,4677.0,13386.0,1,0,0,0
140,2025-11-03,2025,45,TOM-480,TOM,480,Retail,2590.0,2590.0,16335.0,0,0,0,0
141,2025-11-10,2025,46,TOM-480,TOM,480,Retail,2341.0,2341.0,16346.0,0,0,0,0
142,2025-11-17,2025,47,TOM-480,TOM,480,Retail,2387.0,2387.0,16357.0,0,0,0,0
143,2025-11-24,2025,48,TOM-480,TOM,480,Retail,2505.0,2505.0,16368.0,0,0,0,0
144,2025-12-01,2025,49,TOM-480,TOM,480,Retail,2354.0,2354.0,16378.0,0,0,0,0
145,2025-12-08,2025,50,TOM-480,TOM,480,Retail,3034.0,3034.0,16389.0,0,0,0,0
146,2025-12-15,2025,51,TOM-480,TOM,480,Retail,3698.0,3698.0,13448.0,1,0,0,0
147,2025-12-22,2025,52,TOM-480,TOM,480,Retail,2308.0,2308.0,16411.0,0,0,0,0
148,2025-12-29,2026,1,TOM-480,TOM,480,Retail,2486.0,2486.0,16422.0,0,0,0,0
149,2026-01-05,2026,2,TOM-480,TOM,480,Retail,2346.0,2346.0,16433.0,0,0,0,0
150,2026-01-12,2026,3,TOM-480,TOM,480,Retail,2168.0,2168.0,16444.0,0,0,0,0
151,2026-01-19,2026,4,TOM-480,TOM,480,Retail,2634.0,2634.0,16454.0,0,0,0,0
152,2026-01-26,2026,5,TOM-480,TOM,480,Retail,2895.0,0.0,16465.0,0,0,0,1
153,2026-02-02,2026,6,TOM-480,TOM,480,Retail,4821.0,0.0,16476.0,0,0,0,1
154,2026-02-09,2026,7,TOM-480,TOM,480,Retail,8215.0,5419.0,13519.0,1,0,0,0
155,2026-02-16,2026,8,TOM-480,TOM,480,Retail,3080.0,3080.0,16498.0,0,0,0,0
156,2026-02-23,2026,9,TOM-480,TOM,480,Retail,3464.0,3464.0,16509.0,0,0,0,0
157,2026-03-02,2026,10,TOM-480,TOM,480,Retail,2710.0,2710.0,16520.0,0,0,0,0
158,2026-03-09,2026,11,TOM-480,TOM,480,Retail,3000.0,3000.0,16531.0,0,0,0,0
159,2026-03-16,2026,12,TOM-480,TOM,480,Retail,3667.0,3667.0,16542.0,0,0,0,0
160,2026-03-23,2026,13,TOM-480,TOM,480,Retail,5930.0,5456.0,13573.0,1,0,0,0
161,2026-03-30,2026,14,TOM-480,TOM,480,Retail,3486.0,3486.0,16564.0,0,0,1,0
162,2026-04-06,2026,15,TOM-480,TOM,480,Retail,4969.0,4969.0,13591.0,1,0,0,0
163,2026-04-13,2026,16,TOM-480,TOM,480,Retail,2951.0,2951.0,16586.0,0,0,0,0
164,2026-04-20,2026,17,TOM-480,TOM,480,Retail,4542.0,4542.0,16597.0,0,0,0,0
165,2026-04-27,2026,18,TOM-480,TOM,480,Retail,3898.0,3898.0,16608.0,0,0,0,0
166,2026-05-04,2026,19,TOM-480,TOM,480,Retail,4365.0,4365.0,16619.0,0,0,0,0
167,2026-05-11,2026,20,TOM-480,TOM,480,Retail,4010.0,4010.0,16630.0,0,0,0,0
