t,sku,nivel,estacionalidad,calendario,promocion,senal_sin_ruido,pedidos_reales,censurado
19,TOM-480,2142.79,1.1948,1.0,1.0,2560.2,1927.0,0
20,TOM-480,2145.19,1.1811,1.0,1.0,2533.59,3425.0,0
21,TOM-480,2147.59,1.1647,1.0,1.0,2501.24,2240.0,0
22,TOM-480,2150.0,1.1459,1.0,1.0,2463.66,2382.0,0
23,TOM-480,2152.41,1.125,1.0,1.0,2421.41,2189.0,0
24,TOM-480,2154.83,1.1022,1.0,1.0,2375.13,2451.0,0
25,TOM-480,2157.24,1.078,1.0,1.0,2325.54,2459.0,0
26,TOM-480,2159.66,1.0526,1.0,1.0,2273.37,2282.0,0
27,TOM-480,2162.08,1.0265,1.0,1.0,2219.42,2208.0,0
28,TOM-480,2164.51,1.0,1.0,1.5656,3388.76,3469.0,0
29,TOM-480,2166.93,0.9735,1.28,0.85,2295.1,2936.0,0
30,TOM-480,2169.36,0.9474,0.92,1.0,1890.74,2033.0,0
31,TOM-480,2171.8,0.922,1.0,1.0,2002.37,1784.0,0
32,TOM-480,2174.23,0.8978,1.0,1.0,1951.94,2472.0,0
33,TOM-480,2176.67,0.875,1.0,1.0,1904.64,1742.0,0
34,TOM-480,2179.11,0.8541,1.0,1.0,1861.2,1849.0,0
35,TOM-480,2181.55,0.8353,1.0,1.0,1822.31,1519.0,0
36,TOM-480,2184.0,0.8189,1.0,1.0,1788.57,1803.0,0
37,TOM-480,2186.45,0.8052,1.0,1.0,1760.53,1641.0,0
38,TOM-480,2188.9,0.7943,1.0,1.0,1738.63,1698.0,0
39,TOM-480,2191.35,0.7864,1.0,1.0,1723.26,1755.0,0
40,TOM-480,2193.81,0.7816,1.0,1.0,1714.69,1671.0,0
41,TOM-480,2196.27,0.78,1.0,1.0,1713.09,1709.0,0
42,TOM-480,2198.73,0.7816,1.0,1.0,1718.54,1797.0,0
43,TOM-480,2201.2,0.7864,1.0,1.0,1731.0,2026.0,0
44,TOM-480,2203.66,0.7943,1.0,1.0,1750.36,1809.0,0
45,TOM-480,2206.13,0.8052,1.0,1.5192,2698.73,2731.0,0
46,TOM-480,2208.61,0.8189,1.0,0.85,1537.42,1412.0,0
47,TOM-480,2211.08,0.8353,1.0,1.0,1846.98,2169.0,0
48,TOM-480,2213.56,0.8541,1.0,1.0,1890.63,1450.0,1
49,TOM-480,2216.04,0.875,1.0,1.0,1939.1,2834.0,1
50,TOM-480,2218.53,0.8978,1.0,1.0,1991.71,3654.0,1
51,TOM-480,2221.02,0.922,1.0,1.6814,3442.98,4162.0,1
52,TOM-480,2223.51,0.9474,1.0,0.85,1790.47,1920.0,0
53,TOM-480,2226.0,0.9735,1.0,1.0,2166.97,2455.0,0
54,TOM-480,2228.5,1.0,1.0,1.0,2228.5,1985.0,0
55,TOM-480,2230.99,1.0265,1.0,1.0,2290.16,1942.0,0
56,TOM-480,2233.5,1.0526,1.2,1.0,2821.31,2888.0,0
57,TOM-480,2236.0,1.078,1.0,1.0,2410.44,2643.0,0
58,TOM-480,2238.51,1.1022,1.0,1.0,2467.37,2516.0,0
59,TOM-480,2241.02,1.125,1.0,1.0,2521.09,2616.0,0
60,TOM-480,2243.53,1.1459,1.0,1.0,2570.83,3017.0,0
61,TOM-480,2246.04,1.1647,1.0,1.0,2615.91,2780.0,0
62,TOM-480,2248.56,1.1811,1.0,1.0,2655.68,2183.0,0
63,TOM-480,2251.08,1.1948,1.0,1.0,2689.6,2642.0,0
64,TOM-480,2253.61,1.2057,1.0,1.0,2717.18,3062.0,0
65,TOM-480,2256.13,1.2136,1.0,1.5073,4127.01,3876.0,1
66,TOM-480,2258.66,1.2184,1.0,0.85,2339.15,2165.0,0
67,TOM-480,2261.2,1.22,1.0,1.574,4342.02,4198.0,1
68,TOM-480,2263.73,1.2184,1.0,0.85,2344.4,2022.0,0
69,TOM-480,2266.27,1.2136,1.0,1.8263,5022.98,4100.0,1
70,TOM-480,2268.81,1.2057,1.0,0.85,2325.19,2365.0,0
71,TOM-480,2271.35,1.1948,1.0,1.0,2713.81,2865.0,0
72,TOM-480,2273.9,1.1811,1.0,1.8591,4992.88,4697.0,1
73,TOM-480,2276.45,1.1647,1.0,0.85,2253.62,2085.0,0
74,TOM-480,2279.0,1.1459,1.0,1.0,2611.48,2639.0,0
75,TOM-480,2281.56,1.125,1.0,1.0,2566.69,2736.0,0
76,TOM-480,2284.12,1.1022,1.0,1.0,2517.64,2441.0,0
77,TOM-480,2286.68,1.078,1.0,1.0,2465.07,2454.0,0
78,TOM-480,2289.24,1.0526,1.0,1.0,2409.77,2845.0,0
79,TOM-480,2291.81,1.0265,1.0,1.0,2352.58,2787.0,0
80,TOM-480,2294.38,1.0,1.0,1.0,2294.38,2017.0,0
81,TOM-480,2296.95,0.9735,1.28,1.0,2862.13,2137.0,0
82,TOM-480,2299.52,0.9474,0.92,1.0,2004.18,1902.0,0
83,TOM-480,2302.1,0.922,1.0,1.0,2122.51,2088.0,0
84,TOM-480,2304.68,0.8978,1.0,1.0,2069.06,2118.0,0
85,TOM-480,2307.27,0.875,1.0,1.0,2018.92,1826.0,0
86,TOM-480,2309.85,0.8541,1.0,1.0,1972.88,1756.0,0
87,TOM-480,2312.44,0.8353,1.0,1.0,1931.65,1695.0,0
88,TOM-480,2315.04,0.8189,1.0,1.4695,2785.94,2613.0,0
89,TOM-480,2317.63,0.8052,1.0,0.85,1586.23,1784.0,0
90,TOM-480,2320.23,0.7943,1.0,1.0,1842.95,1720.0,0
91,TOM-480,2322.83,0.7864,1.0,1.0,1826.66,2145.0,0
92,TOM-480,2325.44,0.7816,1.0,1.0,1817.57,1556.0,0
93,TOM-480,2328.04,0.78,1.0,1.0,1815.87,1760.0,0
94,TOM-480,2330.65,0.7816,1.0,1.0,1821.65,1514.0,0
95,TOM-480,2333.27,0.7864,1.0,1.0,1834.86,1926.0,0
96,TOM-480,2335.88,0.7943,1.0,1.0,1855.38,2118.0,0
97,TOM-480,2338.5,0.8052,1.0,1.0,1882.96,1840.0,0
98,TOM-480,2341.12,0.8189,1.0,1.0,1917.25,1588.0,0
99,TOM-480,2343.75,0.8353,1.0,1.6465,3223.52,3219.0,0
100,TOM-480,2346.38,0.8541,1.0,0.85,1703.46,1387.0,1
101,TOM-480,2349.01,0.875,1.0,1.0,2055.44,3146.0,1
102,TOM-480,2351.64,0.8978,1.0,1.0,2111.21,3907.0,1
103,TOM-480,2354.28,0.922,1.0,1.0,2170.61,2081.0,0
104,TOM-480,2356.92,0.9474,1.0,1.853,4137.41,4350.0,1
105,TOM-480,2359.56,0.9735,1.0,0.85,1952.44,2050.0,0
106,TOM-480,2362.21,1.0,1.0,1.0,2362.21,3010.0,0
107,TOM-480,2364.85,1.0265,1.0,1.0,2427.57,2887.0,0
108,TOM-480,2367.51,1.0526,1.0,1.0,2492.15,1884.0,0
109,TOM-480,2370.16,1.078,1.0,1.7373,4438.95,4453.0,1
110,TOM-480,2372.82,1.1022,1.0,0.85,2223.1,2610.0,0
111,TOM-480,2375.48,1.125,1.2,1.0,3206.82,3564.0,0
112,TOM-480,2378.14,1.1459,1.0,1.0,2725.08,3162.0,0
113,TOM-480,2380.81,1.1647,1.0,1.0,2772.86,2521.0,0
114,TOM-480,2383.48,1.1811,1.0,1.5162,4268.18,4454.0,1
115,TOM-480,2386.15,1.1948,1.0,0.85,2423.33,2490.0,0
116,TOM-480,2388.82,1.2057,1.0,1.0,2880.21,1979.0,0
117,TOM-480,2391.5,1.2136,1.0,1.6297,4729.91,5017.0,1
118,TOM-480,2394.18,1.2184,1.0,0.85,2479.5,2404.0,0
119,TOM-480,2396.87,1.22,1.0,1.0,2924.18,3344.0,0
120,TOM-480,3239.4,1.2184,1.0,1.0,3946.87,3172.0,0
121,TOM-480,3243.03,1.2136,1.0,1.0,3935.77,3794.0,0
122,TOM-480,3246.67,1.2057,1.0,1.0,3914.52,4287.0,0
123,TOM-480,3250.31,1.1948,1.0,1.5731,6109.22,6009.0,1
124,TOM-480,3253.95,1.1811,1.0,0.85,3266.64,2791.0,0
125,TOM-480,3257.6,1.1647,1.0,1.0,3794.04,3993.0,0
126,TOM-480,3261.25,1.1459,1.0,1.0,3737.03,2597.0,0
127,TOM-480,3264.91,1.125,1.0,1.0,3672.94,3167.0,0
128,TOM-480,3268.57,1.1022,1.0,1.0,3602.75,4001.0,0
129,TOM-480,3272.23,1.078,1.0,1.0,3527.51,3380.0,0
130,TOM-480,3275.9,1.0526,1.0,1.0,3448.38,3672.0,0
131,TOM-480,3279.58,1.0265,1.0,1.0,3366.54,4260.0,0
132,TOM-480,3283.25,1.0,1.0,1.0,3283.25,4008.0,0
133,TOM-480,3286.93,0.9735,1.28,1.0,4095.71,4127.0,0
134,TOM-480,3290.62,0.9474,0.92,1.0,2867.98,2411.0,0
135,TOM-480,3294.31,0.922,1.0,1.0,3037.31,3421.0,0
136,TOM-480,3298.0,0.8978,1.0,1.0,2960.82,2829.0,0
137,TOM-480,3301.7,0.875,1.0,1.0,2889.07,3481.0,0
138,TOM-480,3305.4,0.8541,1.0,1.0,2823.19,2818.0,0
139,TOM-480,3309.11,0.8353,1.0,1.7432,4818.55,4677.0,0
140,TOM-480,3312.82,0.8189,1.0,0.85,2306.06,2590.0,0
141,TOM-480,3316.53,0.8052,1.0,1.0,2670.47,2341.0,0
142,TOM-480,3320.25,0.7943,1.0,1.0,2637.26,2387.0,0
143,TOM-480,3323.97,0.7864,1.0,1.0,2613.95,2505.0,0
144,TOM-480,3327.7,0.7816,1.0,1.0,2600.94,2354.0,0
145,TOM-480,3331.43,0.78,1.0,1.0,2598.52,3034.0,0
146,TOM-480,3335.17,0.7816,1.0,1.6196,4221.86,3698.0,0
147,TOM-480,3338.91,0.7864,1.0,0.85,2231.84,2308.0,0
148,TOM-480,3342.65,0.7943,1.0,1.0,2655.05,2486.0,0
149,TOM-480,3346.4,0.8052,1.0,1.0,2694.52,2346.0,0
150,TOM-480,3350.15,0.8189,1.0,1.0,2743.58,2168.0,0
151,TOM-480,3353.9,0.8353,1.0,1.0,2801.61,2634.0,0
152,TOM-480,3357.67,0.8541,1.0,1.0,2867.83,2895.0,1
153,TOM-480,3361.43,0.875,1.0,1.0,2941.34,4821.0,1
154,TOM-480,3365.2,0.8978,1.0,1.7513,5291.01,8215.0,1
155,TOM-480,3368.97,0.922,1.0,0.85,2640.23,3080.0,0
156,TOM-480,3372.75,0.9474,1.0,1.0,3195.18,3464.0,0
157,TOM-480,3376.53,0.9735,1.0,1.0,3286.99,2710.0,0
158,TOM-480,3380.32,1.0,1.0,1.0,3380.32,3000.0,0
159,TOM-480,3384.11,1.0265,1.0,1.0,3473.85,3667.0,0
160,TOM-480,3387.9,1.0526,1.0,1.7936,6396.63,5930.0,1
161,TOM-480,3391.7,1.078,1.2,0.85,3729.42,3486.0,0
162,TOM-480,3395.5,1.1022,1.0,1.57,5876.11,4969.0,0
163,TOM-480,3399.31,1.125,1.0,0.85,3250.51,2951.0,0
164,TOM-480,3403.12,1.1459,1.0,1.0,3899.59,4542.0,0
165,TOM-480,3406.94,1.1647,1.0,1.0,3967.96,3898.0,0
166,TOM-480,3410.75,1.1811,1.0,1.0,4028.29,4365.0,0
167,TOM-480,3414.58,1.1948,1.0,1.0,4079.74,4010.0,0
168,TOM-480,3418.41,1.2057,1.0,1.4612,6022.27,6972.0,1
169,TOM-480,3422.24,1.2136,1.0,0.85,3530.27,3235.0,0
170,TOM-480,3426.08,1.2184,1.0,1.0,4174.32,5224.0,0
171,TOM-480,3429.92,1.22,1.0,1.0,4184.5,5318.0,0
172,TOM-480,3433.76,1.2184,1.0,1.0,4183.68,4054.0,0
173,TOM-480,3437.61,1.2136,1.0,1.0,4171.91,4796.0,0
174,TOM-480,3441.47,1.2057,1.0,1.0,4149.39,4003.0,0
175,TOM-480,3445.33,1.1948,1.0,1.0,4116.48,4068.0,0
176,TOM-480,3449.19,1.1811,1.0,1.0,4073.69,3912.0,0
177,TOM-480,3453.06,1.1647,1.0,1.0,4021.68,4188.0,0
178,TOM-480,3456.93,1.1459,1.0,1.0,3961.25,3644.0,0
179,TOM-480,3460.8,1.125,1.0,1.0,3893.32,3438.0,0
180,TOM-480,3464.68,1.1022,1.0,1.0,3818.91,3670.0,0
181,TOM-480,3468.57,1.078,1.0,1.0,3739.16,3804.0,0
182,TOM-480,3472.46,1.0526,1.0,1.0,3655.28,3623.0,0
1,TOM-3000,240.0,0.9735,1.0,1.0,233.64,204.0,0
2,TOM-3000,240.27,1.0,1.0,1.0,240.27,273.0,0
3,TOM-3000,240.54,1.0265,1.0,1.0,246.92,251.0,0
4,TOM-3000,240.81,1.0526,1.0,1.0,253.49,222.0,0
5,TOM-3000,241.08,1.078,1.2,1.0,311.86,288.0,0
6,TOM-3000,241.35,1.1022,1.0,1.0,266.02,242.0,0
7,TOM-3000,241.62,1.125,1.0,1.0,271.82,256.0,0
8,TOM-3000,241.89,1.1459,1.0,1.0,277.18,227.0,0
9,TOM-3000,242.16,1.1647,1.0,1.0,282.04,264.0,0
10,TOM-3000,242.43,1.1811,1.0,1.0,286.33,278.0,0
11,TOM-3000,242.7,1.1948,1.0,1.0,289.98,306.0,0
12,TOM-3000,242.98,1.2057,1.0,1.0,292.96,323.0,0
13,TOM-3000,243.25,1.2136,1.0,1.0,295.21,268.0,0
14,TOM-3000,243.52,1.2184,1.0,1.0,296.71,280.0,0
15,TOM-3000,243.79,1.22,1.0,1.0,297.43,266.0,0
16,TOM-3000,244.07,1.2184,1.0,1.0,297.37,291.0,0
17,TOM-3000,244.34,1.2136,1.0,1.0,296.53,219.0,0
18,TOM-3000,244.62,1.2057,1.0,1.0,294.93,390.0,0
19,TOM-3000,244.89,1.1948,1.0,1.0,292.59,337.0,0
20,TOM-3000,245.16,1.1811,1.0,1.0,289.55,272.0,0
21,TOM-3000,245.44,1.1647,1.0,1.0,285.86,282.0,0
22,TOM-3000,245.71,1.1459,1.0,1.0,281.56,229.0,0
23,TOM-3000,245.99,1.125,1.0,1.0,276.73,364.0,0
24,TOM-3000,246.27,1.1022,1.0,1.0,271.44,316.0,0
25,TOM-3000,246.54,1.078,1.0,1.0,265.78,237.0,0
26,TOM-3000,246.82,1.0526,1.0,1.0,259.81,253.0,0
27,TOM-3000,247.1,1.0265,1.0,1.0,253.65,251.0,0
28,TOM-3000,247.37,1.0,1.0,1.0,247.37,212.0,0
29,TOM-3000,247.65,0.9735,1.28,1.0,308.59,331.0,0
30,TOM-3000,247.93,0.9474,0.92,1.0,216.08,159.0,0
31,TOM-3000,248.21,0.922,1.0,1.0,228.84,247.0,0
32,TOM-3000,248.48,0.8978,1.0,1.0,223.08,208.0,0
33,TOM-3000,248.76,0.875,1.0,1.0,217.67,195.0,0
34,TOM-3000,249.04,0.8541,1.0,1.0,212.71,253.0,0
35,TOM-3000,249.32,0.8353,1.0,1.0,208.26,221.0,0
36,TOM-3000,249.6,0.8189,1.0,1.0,204.41,198.0,0
37,TOM-3000,249.88,0.8052,1.0,1.0,201.2,182.0,0
38,TOM-3000,250.16,0.7943,1.0,1.0,198.7,214.0,0
39,TOM-3000,250.44,0.7864,1.0,1.0,196.94,229.0,0
40,TOM-3000,250.72,0.7816,1.0,1.0,195.96,216.0,0
41,TOM-3000,251.0,0.78,1.0,1.0,195.78,193.0,0
42,TOM-3000,251.28,0.7816,1.0,1.0,196.4,220.0,0
43,TOM-3000,251.57,0.7864,1.0,1.0,197.83,163.0,0
44,TOM-3000,251.85,0.7943,1.0,1.0,200.04,179.0,0
45,TOM-3000,252.13,0.8052,1.0,1.0,203.01,253.0,0
46,TOM-3000,252.41,0.8189,1.0,1.0,206.71,175.0,0
47,TOM-3000,252.7,0.8353,1.0,1.0,211.08,202.0,0
48,TOM-3000,252.98,0.8541,1.0,1.0,216.07,289.0,1
49,TOM-3000,253.26,0.875,1.0,1.0,221.61,406.0,1
50,TOM-3000,253.55,0.8978,1.0,1.0,227.62,494.0,1
51,TOM-3000,253.83,0.922,1.0,1.0,234.03,197.0,0
52,TOM-3000,254.12,0.9474,1.0,1.0,240.74,228.0,0
53,TOM-3000,254.4,0.9735,1.0,1.0,247.65,244.0,0
54,TOM-3000,254.69,1.0,1.0,1.0,254.69,240.0,0
55,TOM-3000,254.97,1.0265,1.0,1.0,261.73,242.0,0
56,TOM-3000,255.26,1.0526,1.2,1.0,322.43,350.0,0
57,TOM-3000,255.54,1.078,1.0,1.0,275.48,346.0,0
58,TOM-3000,255.83,1.1022,1.0,1.0,281.99,313.0,0
59,TOM-3000,256.12,1.125,1.0,1.0,288.12,266.0,0
60,TOM-3000,256.4,1.1459,1.0,1.0,293.81,295.0,0
61,TOM-3000,256.69,1.1647,1.0,1.0,298.96,358.0,0
62,TOM-3000,256.98,1.1811,1.0,1.0,303.51,343.0,0
63,TOM-3000,257.27,1.1948,1.0,1.0,307.38,277.0,0
64,TOM-3000,257.56,1.2057,1.0,1.0,310.54,376.0,0
65,TOM-3000,257.84,1.2136,1.0,1.0,312.92,359.0,0
66,TOM-3000,258.13,1.2184,1.0,1.0,314.51,297.0,0
67,TOM-3000,258.42,1.22,1.0,1.0,315.28,334.0,0
68,TOM-3000,258.71,1.2184,1.0,1.0,315.21,437.0,1
69,TOM-3000,259.0,1.2136,1.0,1.0,314.33,312.0,0
70,TOM-3000,259.29,1.2057,1.0,1.0,312.63,402.0,0
71,TOM-3000,259.58,1.1948,1.0,1.0,310.15,282.0,0
72,TOM-3000,259.87,1.1811,1.0,1.0,306.93,325.0,0
73,TOM-3000,260.17,1.1647,1.0,1.0,303.01,272.0,0
74,TOM-3000,260.46,1.1459,1.0,1.0,298.45,315.0,0
75,TOM-3000,260.75,1.125,1.0,1.0,293.34,314.0,0
76,TOM-3000,261.04,1.1022,1.0,1.0,287.73,321.0,0
77,TOM-3000,261.33,1.078,1.0,1.0,281.72,289.0,0
78,TOM-3000,261.63,1.0526,1.0,1.0,275.4,268.0,0
79,TOM-3000,261.92,1.0265,1.0,1.0,268.87,276.0,0
80,TOM-3000,262.21,1.0,1.0,1.0,262.21,293.0,0
81,TOM-3000,262.51,0.9735,1.28,1.0,327.1,315.0,0
82,TOM-3000,262.8,0.9474,0.92,1.0,229.05,268.0,0
83,TOM-3000,263.1,0.922,1.0,1.0,242.57,213.0,0
84,TOM-3000,263.39,0.8978,1.0,1.0,236.46,227.0,0
85,TOM-3000,263.69,0.875,1.0,1.0,230.73,184.0,0
86,TOM-3000,263.98,0.8541,1.0,1.0,225.47,251.0,0
87,TOM-3000,264.28,0.8353,1.0,1.0,220.76,240.0,0
88,TOM-3000,264.58,0.8189,1.0,1.0,216.67,201.0,0
89,TOM-3000,264.87,0.8052,1.0,1.0,213.28,215.0,0
90,TOM-3000,265.17,0.7943,1.0,1.0,210.62,225.0,0
91,TOM-3000,265.47,0.7864,1.0,1.0,208.76,150.0,0
92,TOM-3000,265.76,0.7816,1.0,1.0,207.72,200.0,0
93,TOM-3000,266.06,0.78,1.0,1.0,207.53,191.0,0
94,TOM-3000,266.36,0.7816,1.0,1.0,208.19,217.0,0
95,TOM-3000,266.66,0.7864,1.0,1.0,209.7,228.0,0
96,TOM-3000,266.96,0.7943,1.0,1.0,212.04,195.0,0
97,TOM-3000,267.26,0.8052,1.0,1.0,215.2,208.0,0
98,TOM-3000,267.56,0.8189,1.0,1.0,219.11,221.0,0
99,TOM-3000,267.86,0.8353,1.0,1.0,223.75,207.0,0
100,TOM-3000,268.16,0.8541,1.0,1.0,229.04,214.0,1
101,TOM-3000,268.46,0.875,1.0,1.0,234.91,307.0,1
102,TOM-3000,268.76,0.8978,1.0,1.0,241.28,425.0,0
103,TOM-3000,269.06,0.922,1.0,1.0,248.07,263.0,0
104,TOM-3000,269.36,0.9474,1.0,1.0,255.18,284.0,0
105,TOM-3000,269.66,0.9735,1.0,1.0,262.51,298.0,0
106,TOM-3000,269.97,1.0,1.0,1.0,269.97,264.0,0
107,TOM-3000,270.27,1.0265,1.0,1.0,277.44,305.0,0
108,TOM-3000,270.57,1.0526,1.0,1.0,284.82,225.0,0
109,TOM-3000,270.88,1.078,1.0,1.0,292.01,221.0,0
110,TOM-3000,271.18,1.1022,1.0,1.0,298.9,337.0,0
111,TOM-3000,271.48,1.125,1.2,1.0,366.49,352.0,0
112,TOM-3000,271.79,1.1459,1.0,1.0,311.44,319.0,0
113,TOM-3000,272.09,1.1647,1.0,1.0,316.9,290.0,0
114,TOM-3000,272.4,1.1811,1.0,1.0,321.72,285.0,0
115,TOM-3000,272.7,1.1948,1.0,1.0,325.83,397.0,0
116,TOM-3000,273.01,1.2057,1.0,1.0,329.17,389.0,0
117,TOM-3000,273.31,1.2136,1.0,1.0,331.7,270.0,0
118,TOM-3000,273.62,1.2184,1.0,1.0,333.38,360.0,0
119,TOM-3000,273.93,1.22,1.0,1.0,334.19,349.0,0
120,TOM-3000,370.22,1.2184,1.0,1.0,451.07,514.0,0
121,TOM-3000,370.63,1.2136,1.0,1.0,449.8,490.0,0
122,TOM-3000,371.05,1.2057,1.0,1.0,447.37,508.0,0
123,TOM-3000,371.46,1.1948,1.0,1.0,443.83,469.0,0
124,TOM-3000,371.88,1.1811,1.0,1.0,439.21,468.0,0
125,TOM-3000,372.3,1.1647,1.0,1.0,433.6,530.0,0
126,TOM-3000,372.71,1.1459,1.0,1.0,427.09,451.0,0
127,TOM-3000,373.13,1.125,1.0,1.0,419.76,369.0,0
128,TOM-3000,373.55,1.1022,1.0,1.0,411.74,406.0,0
129,TOM-3000,373.97,1.078,1.0,1.0,403.14,405.0,0
130,TOM-3000,374.39,1.0526,1.0,1.0,394.1,448.0,0
131,TOM-3000,374.81,1.0265,1.0,1.0,384.75,364.0,0
132,TOM-3000,375.23,1.0,1.0,1.0,375.23,369.0,0
133,TOM-3000,375.65,0.9735,1.28,1.0,468.08,397.0,0
134,TOM-3000,376.07,0.9474,0.92,1.0,327.77,341.0,0
135,TOM-3000,376.49,0.922,1.0,1.0,347.12,420.0,0
136,TOM-3000,376.91,0.8978,1.0,1.0,338.38,343.0,0
137,TOM-3000,377.34,0.875,1.0,1.0,330.18,330.0,0
138,TOM-3000,377.76,0.8541,1.0,1.0,322.65,346.0,0
139,TOM-3000,378.18,0.8353,1.0,1.0,315.91,265.0,0
140,TOM-3000,378.61,0.8189,1.0,1.0,310.06,267.0,0
141,TOM-3000,379.03,0.8052,1.0,1.0,305.2,308.0,0
142,TOM-3000,379.46,0.7943,1.0,1.0,301.4,312.0,0
143,TOM-3000,379.88,0.7864,1.0,1.0,298.74,272.0,0
144,TOM-3000,380.31,0.7816,1.0,1.0,297.25,309.0,0
145,TOM-3000,380.73,0.78,1.0,1.0,296.97,373.0,0
146,TOM-3000,381.16,0.7816,1.0,1.0,297.92,303.0,0
147,TOM-3000,381.59,0.7864,1.0,1.0,300.08,267.0,0
148,TOM-3000,382.02,0.7943,1.0,1.0,303.43,383.0,0
149,TOM-3000,382.45,0.8052,1.0,1.0,307.94,287.0,0
150,TOM-3000,382.87,0.8189,1.0,1.0,313.55,308.0,0
151,TOM-3000,383.3,0.8353,1.0,1.0,320.18,297.0,0
152,TOM-3000,383.73,0.8541,1.0,1.0,327.75,284.0,1
153,TOM-3000,384.16,0.875,1.0,1.0,336.15,505.0,1
154,TOM-3000,384.59,0.8978,1.0,1.0,345.27,574.0,0
155,TOM-3000,385.03,0.922,1.0,1.0,354.99,303.0,0
156,TOM-3000,385.46,0.9474,1.0,1.0,365.16,376.0,0
157,TOM-3000,385.89,0.9735,1.0,1.0,375.66,390.0,0
158,TOM-3000,386.32,1.0,1.0,1.0,386.32,346.0,0
159,TOM-3000,386.75,1.0265,1.0,1.0,397.01,346.0,0
160,TOM-3000,387.19,1.0526,1.0,1.0,407.57,437.0,0
161,TOM-3000,387.62,1.078,1.2,1.0,501.43,456.0,0
162,TOM-3000,388.06,1.1022,1.0,1.0,427.73,356.0,0
163,TOM-3000,388.49,1.125,1.0,1.0,437.04,532.0,0
164,TOM-3000,388.93,1.1459,1.0,1.0,445.67,448.0,0
165,TOM-3000,389.36,1.1647,1.0,1.0,453.48,501.0,0
166,TOM-3000,389.8,1.1811,1.0,1.0,460.38,356.0,0
167,TOM-3000,390.24,1.1948,1.0,1.0,466.26,445.0,0
168,TOM-3000,390.68,1.2057,1.0,1.0,471.04,442.0,0
169,TOM-3000,391.11,1.2136,1.0,1.0,474.66,392.0,0
170,TOM-3000,391.55,1.2184,1.0,1.0,477.06,482.0,0
171,TOM-3000,391.99,1.22,1.0,1.0,478.23,452.0,0
172,TOM-3000,392.43,1.2184,1.0,1.0,478.14,432.0,0
173,TOM-3000,392.87,1.2136,1.0,1.0,476.79,448.0,0
174,TOM-3000,393.31,1.2057,1.0,1.0,474.22,421.0,0
175,TOM-3000,393.75,1.1948,1.0,1.0,470.45,490.0,0
176,TOM-3000,394.19,1.1811,1.0,1.0,465.56,449.0,0
177,TOM-3000,394.64,1.1647,1.0,1.0,459.62,516.0,0
178,TOM-3000,395.08,1.1459,1.0,1.0,452.71,509.0,0
179,TOM-3000,395.52,1.125,1.0,1.0,444.95,425.0,0
180,TOM-3000,395.96,1.1022,1.0,1.0,436.45,374.0,0
181,TOM-3000,396.41,1.078,1.0,1.0,427.33,481.0,0
182,TOM-3000,396.85,1.0526,1.0,1.0,417.75,474.0,0
1,POR-480,900.0,0.7156,1.0,1.0,644.01,626.0,0
2,POR-480,900.17,0.748,1.0,1.0,673.34,644.0,0
3,POR-480,900.34,0.7841,1.0,1.0,705.99,640.0,0
4,POR-480,900.52,0.8234,1.0,1.0,741.49,708.0,0
5,POR-480,900.69,0.8653,1.12,1.0,872.84,854.0,0
6,POR-480,900.86,0.9091,1.0,1.0,818.94,956.0,0
7,POR-480,901.03,0.9542,1.0,1.0,859.76,895.0,0
8,POR-480,901.21,1.0,1.0,1.4727,1327.2,1342.0,0
9,POR-480,901.38,1.0458,1.0,0.85,801.27,814.0,0
10,POR-480,901.55,1.0909,1.0,1.4969,1472.22,1805.0,1
11,POR-480,901.72,1.1347,1.0,0.85,869.75,855.0,0
12,POR-480,901.9,1.1766,1.0,1.0,1061.17,1082.0,0
13,POR-480,902.07,1.2159,1.0,1.0,1096.79,954.0,0
14,POR-480,902.24,1.252,1.0,1.4993,1693.63,1907.0,1
15,POR-480,902.41,1.2844,1.0,0.85,985.23,824.0,0
16,POR-480,902.59,1.3127,1.0,1.0,1184.86,1199.0,0
17,POR-480,902.76,1.3365,1.0,1.0,1206.51,1133.0,0
18,POR-480,902.93,1.3553,1.0,1.0,1223.75,1109.0,0
19,POR-480,903.11,1.369,1.0,1.0,1236.31,1100.0,0
20,POR-480,903.28,1.3772,1.0,1.0,1244.02,1731.0,1
21,POR-480,903.45,1.38,1.0,1.0,1246.76,1590.0,0
22,POR-480,903.62,1.3772,1.0,1.0,1244.5,1415.0,0
23,POR-480,903.8,1.369,1.0,1.0,1237.26,968.0,0
24,POR-480,903.97,1.3553,1.0,1.0,1225.16,1550.0,0
25,POR-480,904.14,1.3365,1.0,1.0,1208.36,1265.0,0
26,POR-480,904.32,1.3127,1.0,1.0,1187.13,1257.0,0
27,POR-480,904.49,1.2844,1.0,1.0,1161.76,1328.0,0
28,POR-480,904.66,1.252,1.0,1.0,1132.62,1037.0,0
29,POR-480,904.84,1.2159,1.28,1.0,1408.2,1544.0,0
30,POR-480,905.01,1.1766,0.92,1.0,979.64,835.0,0
31,POR-480,905.18,1.1347,1.0,1.6322,1676.53,1547.0,0
32,POR-480,905.35,1.0909,1.0,0.85,839.53,796.0,0
33,POR-480,905.53,1.0458,1.0,1.0,947.0,1033.0,0
34,POR-480,905.7,1.0,1.0,1.0,905.7,747.0,0
35,POR-480,905.87,0.9542,1.0,1.0,864.38,821.0,0
